Employee_ID,Age,Monthly_Income,Years_At_Company,Job_Satisfaction,Performance_Rating,Working_Hours,Training_Hours,Projects_Completed,Overtime_Hours,Distance_From_Home_KM,Leave_Days,Department,Job_Level,Education_Level,Employment_Type,Work_Mode,Gender,Joining_Date,Attrition
12138,48.0,80300.0,5.8,3.0,5,42.3,17.9,6,6.3,7.3,15.9,Finance,Mid,High School,Contract,Hybrid,Female,2024-07-17,0
12139,26.0,45500.0,7.9,4.0,2,42.6,24.3,2,21.1,5.6,18.9,Operations,Lead,Diploma,Contract,Hybrid,Male,2024-09-14,0
12140,24.0,46100.0,1.8,5.0,3,46.9,21.6,3,5.4,13.1,11.6,Finance,Mid,Master,Contract,Hybrid,Female,2019-04-05,0
12141,37.0,47700.0,0.2,1.0,3,45.8,18.5,4,9.1,11.2,10.9,Operations,Junior,Master,Full-Time,Office,Male,2015-07-21,0
12142,36.0,74400.0,13.5,4.0,5,47.4,56.9,5,6.3,4.9,10.4,Marketing,Junior,Bachelor,Full-Time,Office,Male,2015-08-11,0
12143,37.0,90700.0,2.1,1.0,1,51.6,45.0,3,0.0,11.7,9.4,Marketing,Mid,Diploma,Full-Time,Office,Male,2018-02-26,0
12144,38.0,51000.0,0.6,2.0,1,41.6,32.0,3,6.3,10.9,7.3,Marketing,Junior,Master,Full-Time,Office,Female,2021-07-05,0
12145,34.0,86300.0,3.4,3.0,3,49.6,26.2,4,3.0,7.7,12.6,IT,Junior,High School,Full-Time,Remote,Female,2019-08-09,0
12146,48.0,63000.0,7.3,1.0,2,51.0,32.6,5,9.4,17.5,8.2,Sales,Senior,Bachelor,Full-Time,Hybrid,Female,2023-01-07,1
12147,23.0,57100.0,1.3,3.0,1,50.5,61.7,2,15.7,22.2,0.0,Operations,Senior,Master,Full-Time,Office,Male,2019-10-30,1
12148,29.0,55100.0,1.6,1.0,4,35.2,22.0,1,5.9,5.3,22.2,Marketing,Senior,High School,Contract,Office,Male,2019-01-04,0
12149,35.0,80900.0,1.4,2.0,5,53.0,11.3,7,10.2,11.3,20.5,Finance,Senior,High School,Full-Time,Hybrid,Male,2023-01-22,0
12150,23.0,68300.0,23.9,2.0,2,40.8,45.0,5,6.7,8.4,12.6,Operations,Mid,Bachelor,Full-Time,Office,Female,2020-07-30,0
12151,35.0,149100.0,1.1,4.0,1,34.8,50.1,3,13.4,5.8,5.5,Finance,Senior,Bachelor,Full-Time,Office,Female,2020-12-15,0
12152,49.0,42700.0,4.3,2.0,3,52.9,56.8,3,21.7,7.3,23.5,Operations,Mid,Bachelor,Full-Time,Office,Male,2023-10-18,1
12153,36.0,73800.0,13.0,3.0,5,46.6,29.7,2,16.9,2.3,14.6,Operations,Junior,High School,Full-Time,Hybrid,Male,2020-08-07,0
12154,38.0,48600.0,0.8,2.0,1,46.8,29.9,2,4.3,17.0,10.2,HR,Mid,Diploma,Full-Time,Remote,Female,2020-08-07,1
12155,26.0,42400.0,17.7,1.0,3,42.3,65.2,1,16.3,13.9,19.6,Sales,Junior,Diploma,Full-Time,Remote,Female,2016-04-14,0
12156,31.0,59700.0,14.7,2.0,1,44.9,43.9,1,9.8,2.1,7.0,Marketing,Junior,Diploma,Full-Time,Hybrid,Female,2022-03-14,0
12157,33.0,63400.0,10.8,3.0,5,43.3,33.7,6,15.4,7.0,1.6,Sales,Junior,Diploma,Contract,Hybrid,Female,2021-01-17,0
12158,33.0,192800.0,1.2,1.0,4,40.9,42.6,3,1.8,10.1,8.7,Marketing,Lead,Diploma,Full-Time,Hybrid,Male,2019-01-12,0
12159,46.0,55700.0,5.0,4.0,4,44.1,28.5,8,7.5,14.6,15.6,Finance,Senior,Diploma,Part-Time,Office,Female,2016-05-29,0
12160,40.0,38200.0,7.2,4.0,3,44.6,39.5,5,9.1,6.7,23.4,Sales,Mid,Master,Contract,Office,Female,2024-06-22,0
12161,27.0,66900.0,21.4,4.0,4,37.4,39.3,1,7.7,6.7,8.4,Sales,Junior,Master,Full-Time,Office,Male,2017-05-31,0
12162,38.0,26200.0,1.0,1.0,5,44.3,47.5,5,9.7,10.3,6.2,Marketing,Junior,Bachelor,Full-Time,Office,Male,2020-07-03,0
12163,40.0,57800.0,7.3,4.0,3,35.1,20.2,7,7.3,5.0,12.2,Marketing,Mid,Diploma,Full-Time,Office,Male,2022-01-15,0
12164,45.0,60400.0,2.1,2.0,1,53.6,40.3,4,5.9,25.6,11.9,Sales,Mid,Master,Full-Time,Hybrid,Male,2024-03-14,1
12165,49.0,82400.0,1.0,1.0,2,43.5,17.5,3,5.3,8.6,21.4,Operations,Senior,High School,Full-Time,Office,Female,2024-09-30,0
12166,28.0,88600.0,2.7,1.0,1,38.6,63.1,1,3.1,9.2,13.3,Marketing,Junior,High School,Full-Time,Office,Male,2017-11-16,0
12167,30.0,49100.0,7.9,1.0,5,46.6,28.7,8,9.8,20.6,22.6,Sales,Mid,Diploma,Full-Time,Hybrid,Female,2016-01-04,1
12168,26.0,56500.0,3.1,5.0,3,40.3,10.2,8,7.1,7.9,18.9,HR,Lead,High School,Full-Time,Hybrid,Female,2020-03-31,0
12169,34.0,44200.0,3.9,3.0,1,43.9,76.7,3,4.8,20.7,16.6,Sales,Junior,Master,Full-Time,Office,Female,2017-11-02,0
12170,40.0,38200.0,26.7,5.0,3,46.3,27.2,3,0.0,2.6,4.7,IT,Mid,High School,Part-Time,Hybrid,Male,2024-05-30,0
12171,44.0,67900.0,2.5,5.0,4,38.9,36.4,3,11.2,17.9,10.0,Sales,Junior,Diploma,Full-Time,Hybrid,Male,2020-12-10,0
12172,35.0,36100.0,4.8,5.0,2,53.7,9.6,4,12.1,16.5,13.3,Operations,Junior,Bachelor,Full-Time,Office,Female,2016-12-15,1
12173,33.0,50800.0,2.3,3.0,5,54.2,34.2,3,2.4,1.9,0.0,HR,Senior,Bachelor,Full-Time,Remote,Female,2024-02-08,0
12174,37.0,40300.0,2.5,5.0,1,41.4,60.1,3,8.6,6.4,8.7,HR,Senior,Master,Contract,Office,Male,2016-12-15,0
12175,29.0,74800.0,5.9,4.0,2,38.4,45.6,3,4.7,10.6,10.4,Operations,Mid,Master,Part-Time,Hybrid,Male,2016-11-06,0
12176,53.0,123300.0,13.9,1.0,5,41.3,9.5,2,12.3,14.1,8.1,Finance,Mid,Master,Full-Time,Office,Female,2024-05-25,0
12177,23.0,35600.0,3.9,1.0,5,41.6,23.6,4,5.0,20.0,22.6,Operations,Senior,Master,Full-Time,Office,Male,2018-04-24,0
12178,37.0,28600.0,7.3,2.0,4,49.6,48.8,3,5.1,2.8,14.5,Finance,Junior,Diploma,Full-Time,Office,Male,2021-06-25,0
12179,52.0,57100.0,0.5,4.0,3,41.4,44.5,3,8.8,8.5,11.0,IT,Junior,Bachelor,Full-Time,Hybrid,Female,2018-12-28,0
12180,36.0,60400.0,1.2,3.0,3,38.2,27.7,2,5.5,4.1,2.8,Marketing,Lead,Bachelor,Full-Time,Hybrid,Male,2022-05-05,0
12181,34.0,65500.0,3.5,1.0,2,44.5,41.0,2,5.1,4.9,9.4,Marketing,Senior,Diploma,Full-Time,Remote,Female,2022-05-15,0
12182,33.0,50200.0,0.2,5.0,4,36.5,17.0,0,4.3,14.0,20.0,HR,Senior,High School,Full-Time,Hybrid,Male,2018-08-16,0
12183,,55400.0,1.5,2.0,5,49.3,15.4,2,5.3,4.6,9.0,HR,Mid,Bachelor,Contract,Remote,Female,2022-01-21,0
12184,47.0,69500.0,3.6,2.0,4,47.0,5.0,4,5.8,8.0,10.0,Finance,Junior,Diploma,Part-Time,Office,Female,2023-06-17,0
12185,21.0,91000.0,0.2,1.0,4,41.0,48.9,3,8.1,5.9,5.5,HR,Lead,High School,Full-Time,Office,Male,2019-02-08,0
12186,48.0,27400.0,1.5,4.0,2,41.5,33.4,1,7.0,16.1,12.8,Sales,Mid,Master,Contract,Office,Male,2023-06-05,0
12187,25.0,51800.0,3.6,2.0,3,45.2,35.1,2,11.0,2.2,13.6,Sales,Junior,Bachelor,Full-Time,Remote,Male,2018-04-25,0
12188,34.0,65400.0,4.3,1.0,4,38.5,5.0,1,1.1,19.1,12.9,IT,Mid,Diploma,Full-Time,Office,Female,2019-09-23,0
12189,33.0,41600.0,13.0,4.0,4,40.1,34.3,4,20.5,22.7,6.1,Sales,Junior,Bachelor,Contract,Remote,Male,2020-09-21,0
12190,41.0,119900.0,5.2,1.0,4,42.9,43.3,6,8.1,12.1,14.6,IT,Junior,Bachelor,Full-Time,Office,Female,2024-02-04,0
12191,23.0,46500.0,2.7,1.0,1,37.4,5.0,4,13.8,9.4,9.9,Finance,Junior,Diploma,Part-Time,Remote,Female,2018-05-05,0
12192,40.0,59000.0,13.3,4.0,4,41.7,35.7,3,10.9,1.9,13.2,Sales,Junior,Master,Full-Time,Hybrid,Male,2023-05-14,0
12193,52.0,74900.0,7.7,4.0,4,38.6,34.0,0,8.7,12.5,16.0,IT,Junior,High School,Part-Time,Hybrid,Female,2018-05-11,0
12194,25.0,47400.0,1.1,4.0,5,51.1,28.0,3,10.7,16.2,14.1,Marketing,Junior,Diploma,Part-Time,Remote,Female,2022-09-25,0
12195,38.0,28700.0,0.7,1.0,1,42.0,54.6,4,10.0,8.6,15.3,IT,Junior,High School,Full-Time,Remote,Female,2019-12-08,0
12196,31.0,50500.0,5.6,2.0,4,39.3,51.0,5,6.9,5.1,15.5,Operations,Junior,Diploma,Full-Time,Remote,Male,2015-07-08,0
12197,39.0,90600.0,4.1,3.0,4,47.4,84.8,4,22.4,22.3,16.4,Sales,Junior,Diploma,Contract,Hybrid,Male,2017-04-26,0
12198,36.0,52400.0,7.8,3.0,2,40.9,16.8,1,14.7,4.4,16.9,IT,Junior,Bachelor,Full-Time,Remote,Male,2016-04-17,0
12199,31.0,42800.0,6.7,1.0,2,38.5,41.4,4,0.0,17.6,18.0,Operations,Mid,High School,Full-Time,Hybrid,Male,2015-09-30,0
12200,40.0,86900.0,4.9,1.0,1,48.4,57.5,9,14.3,11.6,14.2,Finance,Mid,High School,Full-Time,Hybrid,Male,2022-06-30,1
12201,50.0,52600.0,21.5,2.0,5,42.4,24.6,3,8.4,7.1,16.2,HR,Mid,High School,Full-Time,Hybrid,Male,2017-08-06,0
12202,34.0,48900.0,3.8,4.0,1,48.2,60.4,2,17.8,44.1,12.9,Marketing,Junior,Bachelor,Contract,Hybrid,Male,2018-01-18,1
12203,42.0,63700.0,0.6,1.0,1,43.9,40.5,5,6.0,11.2,15.4,Finance,Lead,Diploma,Full-Time,Hybrid,Male,2015-09-27,0
12204,26.0,81700.0,8.8,5.0,2,44.6,8.8,9,0.0,12.0,9.7,Marketing,Mid,Bachelor,Full-Time,Hybrid,Female,2022-02-11,0
12205,28.0,155600.0,1.5,4.0,2,46.8,15.7,4,5.9,11.4,3.2,Marketing,Senior,Diploma,Full-Time,Hybrid,Female,2018-02-17,0
12206,40.0,83500.0,7.5,1.0,5,40.8,26.3,3,0.0,9.9,19.3,Operations,Senior,Diploma,Full-Time,Hybrid,Male,2016-07-20,0
12207,48.0,95400.0,15.7,5.0,4,39.9,33.7,3,3.9,7.5,13.0,IT,Junior,Diploma,Full-Time,Office,Female,2024-01-25,0
12208,39.0,49000.0,6.0,2.0,5,50.0,53.6,4,4.6,13.6,12.8,HR,Mid,Diploma,Full-Time,Hybrid,Female,2024-02-19,0
12209,33.0,39800.0,4.5,5.0,4,46.9,33.7,3,10.3,8.6,16.5,IT,Mid,Master,Contract,Hybrid,Male,2018-04-29,0
12210,36.0,61500.0,3.1,1.0,3,43.7,53.0,3,9.5,2.2,8.7,IT,Mid,Diploma,Full-Time,Remote,Male,2018-07-30,0
12211,26.0,62600.0,2.3,3.0,2,48.0,36.6,4,11.8,4.5,11.5,Sales,Senior,Bachelor,Full-Time,Hybrid,Male,2022-06-15,0
12212,41.0,39000.0,2.2,1.0,3,46.7,35.2,5,11.3,17.9,9.1,IT,Senior,High School,Full-Time,Hybrid,Male,2017-05-08,0
12213,43.0,55900.0,5.1,3.0,3,48.7,30.6,4,19.6,14.9,11.1,HR,Mid,Diploma,Full-Time,Office,Male,2019-11-16,0
12214,32.0,70400.0,7.0,2.0,2,38.3,49.7,5,8.0,3.9,10.0,Finance,Junior,Bachelor,Full-Time,Remote,Male,2021-11-16,0
12215,32.0,69300.0,5.7,2.0,3,43.7,36.9,3,11.1,5.5,9.2,Operations,Mid,Bachelor,Full-Time,Office,Male,2022-11-15,0
12216,,73400.0,1.1,,1,49.6,24.0,6,13.3,5.2,13.9,IT,Junior,Bachelor,Full-Time,Remote,Female,2019-10-16,1
12217,33.0,67400.0,3.4,4.0,4,52.4,40.0,3,4.1,22.2,2.7,HR,Junior,Bachelor,Full-Time,Hybrid,Male,2017-03-08,0
12218,35.0,49000.0,7.8,3.0,5,41.3,28.1,3,0.4,2.7,18.6,IT,Mid,Bachelor,Full-Time,Office,Female,2023-08-28,0
12219,53.0,48900.0,3.2,3.0,2,44.8,27.3,3,10.2,5.2,8.4,Operations,Junior,Diploma,Full-Time,Remote,Female,2015-12-25,0
12220,34.0,37100.0,3.8,2.0,1,44.1,52.7,4,5.6,8.5,14.4,Marketing,Lead,High School,Full-Time,Office,Male,2016-01-15,0
12221,33.0,122500.0,7.4,5.0,5,37.8,32.6,3,12.7,2.9,14.7,Operations,Senior,Diploma,Full-Time,Office,Male,2021-01-23,0
12222,31.0,60300.0,5.4,3.0,5,42.6,67.0,4,12.4,8.5,10.5,IT,Mid,Diploma,Full-Time,Office,Female,2022-07-02,0
12223,42.0,54800.0,2.6,3.0,5,36.1,46.0,6,13.9,3.9,14.2,Sales,Junior,High School,Full-Time,Remote,Male,2016-09-07,0
12224,35.0,41400.0,11.3,5.0,3,43.2,23.5,5,3.3,4.5,6.6,Marketing,Junior,Master,Full-Time,Hybrid,Female,2016-07-23,0
12225,31.0,194100.0,0.9,4.0,3,38.8,22.5,7,4.6,5.6,9.3,HR,Senior,Diploma,Full-Time,Remote,Female,2018-05-12,0
12226,47.0,39100.0,27.0,4.0,3,44.8,16.4,2,8.6,7.0,10.8,Operations,Mid,High School,Full-Time,Office,Female,2015-05-06,0
12227,47.0,50500.0,0.6,3.0,3,42.5,44.1,4,6.9,5.4,14.3,IT,Junior,Diploma,Full-Time,Office,Female,2024-09-06,0
12228,31.0,70900.0,0.2,4.0,1,42.4,22.2,2,10.7,8.6,10.3,Marketing,Senior,High School,Full-Time,Hybrid,Female,2015-12-11,0
12229,21.0,76300.0,11.0,4.0,3,51.8,5.0,3,16.2,19.1,11.2,Marketing,Mid,Master,Full-Time,Hybrid,Male,2016-10-30,0
12230,44.0,88000.0,1.4,4.0,2,44.4,10.2,4,7.4,14.7,16.1,Finance,Mid,Bachelor,Full-Time,Hybrid,Female,2017-02-05,0
12231,31.0,123600.0,6.5,2.0,5,53.4,18.4,2,0.0,23.1,14.0,Marketing,Lead,High School,Full-Time,Hybrid,Female,2024-07-29,0
12232,42.0,73500.0,8.3,1.0,1,46.2,40.1,4,0.0,7.6,23.7,Operations,Junior,Diploma,Full-Time,Office,Male,2016-06-23,0
12233,,39300.0,9.8,3.0,3,48.1,33.8,5,0.2,7.6,7.5,HR,Senior,Diploma,Part-Time,Office,Female,2021-03-08,0
12234,43.0,54100.0,23.9,3.0,5,39.7,49.1,1,0.1,9.3,5.6,IT,Lead,Master,Full-Time,Hybrid,Male,2023-05-07,0
12235,26.0,67900.0,1.7,2.0,1,40.5,21.4,8,12.0,2.7,21.6,Operations,Junior,Master,Full-Time,Office,Male,2021-05-02,0
12236,42.0,137200.0,6.2,1.0,5,44.1,30.1,1,7.7,16.5,13.3,Marketing,Senior,High School,Full-Time,Remote,Female,2024-02-21,0
12237,36.0,34300.0,0.6,1.0,1,50.1,61.2,1,8.4,6.2,18.7,HR,Mid,Bachelor,Full-Time,Remote,Male,2017-08-27,1
12238,28.0,97100.0,2.6,2.0,4,42.2,29.9,4,12.3,7.8,7.0,Finance,Senior,Diploma,Full-Time,Hybrid,Female,2021-04-20,0
12239,33.0,64500.0,9.4,5.0,1,36.8,38.4,2,16.2,10.8,9.6,IT,Mid,Bachelor,Full-Time,Office,Female,2018-04-26,0
12240,41.0,83900.0,2.3,5.0,3,46.0,25.2,8,6.8,4.7,12.7,Sales,Lead,Master,Full-Time,Office,Female,2015-01-30,0
12241,37.0,57600.0,4.5,1.0,5,44.3,31.6,3,12.5,4.8,12.0,Marketing,Mid,Master,Full-Time,Hybrid,Female,2024-03-30,0
12242,41.0,42800.0,3.5,5.0,5,41.2,42.1,2,10.1,10.5,11.6,Marketing,Mid,High School,Full-Time,Hybrid,Female,2017-08-24,0
12243,52.0,81000.0,5.2,5.0,5,42.1,44.9,5,0.0,10.9,4.1,Finance,Senior,Master,Full-Time,Remote,Male,2024-08-25,0
12244,23.0,78000.0,18.0,5.0,2,39.6,36.8,3,0.0,39.7,11.4,HR,Mid,High School,Part-Time,Remote,Male,2019-12-25,0
12245,49.0,88500.0,0.3,1.0,2,48.6,31.1,5,6.0,9.5,13.7,Finance,Junior,High School,Full-Time,Office,Female,2017-02-26,0
12246,37.0,59700.0,4.3,5.0,3,44.1,37.0,4,9.2,11.6,10.3,HR,Junior,Bachelor,Full-Time,Remote,Female,2020-07-08,0
12247,29.0,47200.0,9.9,3.0,4,45.2,24.0,3,10.9,40.7,16.9,IT,Mid,Bachelor,Full-Time,Office,Female,2022-07-09,0
12248,25.0,32200.0,3.3,1.0,2,41.0,31.8,5,6.8,10.2,16.9,Marketing,Mid,High School,Full-Time,Remote,Female,2020-04-15,0
12249,34.0,83300.0,0.4,2.0,1,50.7,40.0,4,0.0,10.8,13.1,Sales,Senior,High School,Full-Time,Hybrid,Male,2015-01-30,0
12250,43.0,71100.0,4.1,5.0,3,45.1,49.8,0,5.8,1.0,8.4,Finance,Mid,High School,Full-Time,Hybrid,Female,2015-06-10,0
12251,35.0,40800.0,2.0,4.0,4,33.3,21.3,3,0.0,6.1,13.8,Operations,Mid,Master,Contract,Hybrid,Female,2018-12-17,0
12252,48.0,48400.0,0.8,1.0,1,46.3,32.3,5,6.8,9.2,14.5,Sales,Senior,Bachelor,Full-Time,Remote,Male,2021-07-22,0
12253,24.0,49800.0,9.5,2.0,5,42.7,19.9,3,11.4,4.7,12.5,Sales,Junior,Master,Full-Time,Hybrid,Male,2024-12-28,0
12254,36.0,33200.0,3.7,3.0,2,43.2,28.3,1,10.6,9.3,8.3,Marketing,Senior,Bachelor,Full-Time,Remote,Male,2018-05-30,0
12255,26.0,43300.0,13.5,2.0,1,49.0,50.0,4,5.0,13.2,16.2,Marketing,Junior,Master,Full-Time,Office,Male,2018-04-26,0
12256,39.0,38100.0,8.2,5.0,4,44.4,27.0,7,10.4,15.3,14.1,Operations,Junior,Bachelor,Full-Time,Remote,Male,2024-07-28,0
12257,43.0,50900.0,5.9,4.0,3,52.6,33.6,3,1.3,7.4,10.0,Sales,Mid,High School,Full-Time,Remote,Female,2023-04-01,0
12258,33.0,44700.0,0.2,5.0,1,44.5,16.4,4,4.1,2.7,12.8,IT,Junior,Bachelor,Full-Time,Hybrid,Female,2024-11-29,0
12259,21.0,31300.0,2.8,2.0,3,41.7,26.6,2,0.0,8.5,7.4,Operations,Junior,Master,Part-Time,Remote,Female,2019-03-15,0
12260,38.0,134700.0,1.1,1.0,5,34.9,11.8,3,4.8,6.0,2.6,Sales,Mid,Diploma,Full-Time,Office,Female,2023-12-22,0
12261,39.0,99000.0,12.1,4.0,4,40.4,39.2,4,3.3,4.7,4.4,HR,Mid,Bachelor,Full-Time,Remote,Male,2024-06-04,0
12262,39.0,43900.0,1.0,4.0,4,42.4,40.5,5,5.5,6.6,13.3,Operations,Mid,Master,Contract,Office,Male,2021-11-26,0
12263,46.0,66900.0,1.7,2.0,2,51.3,40.1,3,6.4,6.3,10.5,HR,Lead,Bachelor,Full-Time,Hybrid,Male,2020-03-20,1
12264,27.0,70900.0,3.6,5.0,4,41.7,41.0,6,9.5,6.9,14.1,HR,Mid,Master,Full-Time,Hybrid,Male,2024-06-25,0
12265,41.0,96600.0,1.5,2.0,1,52.2,40.1,1,0.0,5.8,16.2,HR,Mid,Diploma,Full-Time,Hybrid,Male,2024-09-20,0
12266,46.0,43200.0,1.2,4.0,1,38.3,12.1,4,2.8,21.9,13.7,Finance,Mid,Bachelor,Full-Time,Hybrid,Female,2016-05-23,0
12267,22.0,92900.0,4.6,2.0,1,40.1,23.2,1,13.9,9.6,8.8,IT,Mid,High School,Full-Time,Office,Female,2015-02-26,0
12268,39.0,48200.0,0.5,4.0,5,49.6,5.0,0,14.0,9.7,14.1,Finance,Junior,Master,Full-Time,Remote,Female,2017-12-26,0
12269,32.0,35200.0,0.3,5.0,4,41.0,28.0,4,8.3,10.7,10.1,Finance,Mid,Master,Full-Time,Office,Male,2015-01-28,0
12270,35.0,80200.0,2.3,1.0,4,49.5,21.9,8,8.5,3.1,10.4,HR,Junior,Diploma,Full-Time,Hybrid,Female,2022-05-25,1
12271,39.0,100500.0,6.4,1.0,1,39.9,34.4,6,1.2,16.3,17.3,IT,Junior,High School,Full-Time,Remote,Female,2020-05-02,0
12272,32.0,168900.0,4.0,2.0,2,40.4,71.9,2,5.8,60.0,14.9,IT,Mid,Diploma,Full-Time,Remote,Female,2021-03-29,1
12273,31.0,37100.0,2.7,4.0,2,47.2,46.7,4,12.9,4.1,9.9,Sales,Senior,Bachelor,Full-Time,Hybrid,Male,2020-06-18,0
12274,36.0,79400.0,4.2,1.0,4,39.9,57.9,4,0.5,5.0,7.9,Operations,Mid,Diploma,Full-Time,Hybrid,Male,2023-09-14,0
12275,27.0,50900.0,2.3,4.0,4,42.6,47.3,10,8.9,5.4,18.9,Finance,Mid,Master,Full-Time,Hybrid,Male,2023-10-14,0
12276,27.0,82100.0,13.8,5.0,3,46.0,33.5,6,11.3,9.9,11.8,Operations,Mid,Bachelor,Full-Time,Hybrid,Female,2018-11-02,0
12277,41.0,33300.0,0.3,2.0,4,42.7,34.9,1,8.3,7.3,6.3,Operations,Senior,Bachelor,Full-Time,Hybrid,Female,2016-10-20,0
12278,27.0,36200.0,5.6,4.0,1,41.2,48.0,4,7.1,5.6,9.8,IT,Junior,High School,Full-Time,Hybrid,Male,2024-06-24,0
12279,41.0,44000.0,11.1,2.0,5,38.0,38.7,4,7.0,12.1,3.2,Marketing,Mid,Master,Full-Time,Hybrid,Female,2023-01-21,0
12280,40.0,61900.0,8.1,4.0,4,51.2,30.7,2,11.0,10.5,0.0,Operations,Junior,Diploma,Full-Time,Hybrid,Female,2016-11-21,0
12281,22.0,46400.0,1.0,4.0,4,52.2,56.4,3,9.2,18.8,16.8,Finance,Mid,Diploma,Full-Time,Hybrid,Female,2019-06-11,1
12282,31.0,78100.0,1.8,5.0,1,45.6,41.7,2,11.0,8.9,7.6,Operations,Mid,Bachelor,Full-Time,Hybrid,Female,2020-10-24,0
12283,46.0,90500.0,6.3,2.0,3,42.8,13.6,3,5.8,7.8,5.9,IT,Junior,High School,Full-Time,Office,Male,2021-11-07,0
12284,28.0,76300.0,0.4,3.0,4,43.1,32.3,5,6.1,5.9,9.2,Marketing,Mid,High School,Full-Time,Remote,Female,2021-07-20,0
12285,32.0,114600.0,8.4,4.0,2,48.2,35.8,7,11.3,9.4,10.3,Operations,Lead,Master,Contract,Remote,Male,2016-08-12,0
12286,40.0,70900.0,6.3,4.0,2,49.2,28.9,3,2.6,3.9,9.0,Marketing,Senior,Master,Full-Time,Office,Male,2024-12-20,0
12287,42.0,36900.0,6.5,1.0,2,41.3,29.2,4,1.2,17.1,7.5,Marketing,Senior,Master,Full-Time,Hybrid,Female,2019-10-25,0
12288,34.0,103500.0,0.5,2.0,5,49.4,28.7,1,21.6,12.4,11.8,HR,Mid,Bachelor,Full-Time,Hybrid,Male,2022-07-25,1
12289,31.0,47100.0,6.3,3.0,5,47.1,8.2,10,10.5,9.4,10.8,Sales,Senior,Master,Full-Time,Office,Male,2021-11-11,0
12290,47.0,86400.0,5.7,5.0,4,49.3,5.6,2,6.5,6.0,20.5,Operations,Junior,High School,Contract,Office,Female,2023-01-29,0
12291,50.0,112600.0,8.9,3.0,4,36.0,25.2,3,3.8,25.2,10.2,Operations,Mid,Master,Full-Time,Office,Male,2018-10-18,0
12292,44.0,72000.0,0.2,5.0,4,41.9,29.0,2,2.5,5.5,11.8,Sales,Mid,High School,Full-Time,Hybrid,Female,2022-03-06,0
12293,37.0,33000.0,0.2,3.0,5,43.1,14.9,4,7.7,4.4,7.4,IT,Senior,Master,Full-Time,Office,Female,2020-06-09,0
12294,30.0,41600.0,2.3,3.0,4,41.7,19.6,2,7.4,6.4,15.2,IT,Mid,Master,Part-Time,Office,Female,2020-12-30,0
12295,29.0,101800.0,0.8,2.0,1,53.6,31.2,5,10.6,14.3,20.3,Operations,Junior,Bachelor,Part-Time,Office,Female,2022-03-11,1
12296,40.0,56100.0,4.1,1.0,3,42.0,50.5,5,0.2,21.8,11.5,Operations,Lead,High School,Contract,Office,Female,2019-07-20,0
12297,39.0,61900.0,12.5,3.0,2,46.3,49.5,9,0.4,16.8,8.8,Sales,Junior,Bachelor,Full-Time,Hybrid,Male,2017-03-31,0
12298,47.0,81300.0,2.5,4.0,2,44.8,50.0,6,9.6,3.2,12.9,Marketing,Junior,High School,Full-Time,Hybrid,Male,2017-07-25,0
12299,41.0,79300.0,9.3,4.0,1,42.5,19.8,1,10.3,7.7,14.4,IT,Mid,Master,Full-Time,Office,Male,2023-10-22,0
12300,24.0,67100.0,0.2,4.0,4,40.5,31.7,6,13.4,5.7,26.5,Operations,Mid,Bachelor,Full-Time,Hybrid,Male,2021-08-13,0
12301,44.0,55200.0,0.9,1.0,5,54.3,53.5,3,18.0,10.6,11.3,HR,Senior,Master,Full-Time,Office,Female,2020-05-30,1
12302,28.0,52900.0,0.2,3.0,4,42.9,8.5,2,6.4,6.5,10.3,HR,Mid,Master,Full-Time,Hybrid,Male,2024-07-31,0
12303,33.0,84600.0,2.0,5.0,4,48.4,28.1,4,12.0,13.8,6.2,,Mid,Diploma,Full-Time,Office,Male,2023-04-03,0
12304,38.0,74900.0,11.9,5.0,2,44.0,38.3,4,1.8,5.8,10.5,IT,Junior,High School,Contract,Hybrid,Female,2022-07-25,0
12305,52.0,54100.0,0.5,2.0,2,41.7,9.4,1,0.0,4.4,9.9,IT,Mid,High School,Part-Time,Office,Female,2015-09-10,0
12306,60.0,92500.0,4.7,1.0,5,44.5,41.4,4,2.1,20.0,14.7,Operations,Mid,High School,Full-Time,Hybrid,Male,2017-08-17,0
12307,41.0,57000.0,3.0,3.0,2,45.5,58.2,3,5.1,7.8,10.7,Operations,Junior,High School,Full-Time,Hybrid,Female,2022-04-23,0
12308,35.0,42700.0,13.9,4.0,4,41.7,53.4,5,20.9,14.9,6.9,Marketing,Lead,High School,Full-Time,Office,Female,2023-10-25,0
12309,40.0,44300.0,0.7,1.0,1,40.2,32.3,8,0.0,3.6,6.7,IT,Junior,Bachelor,Full-Time,Hybrid,Male,2018-02-24,0
12310,,40600.0,1.2,1.0,5,46.4,47.2,4,12.4,4.1,9.9,Sales,Senior,High School,Full-Time,Hybrid,Male,2017-06-15,0
12311,33.0,53800.0,0.2,3.0,1,44.6,9.3,7,4.5,3.3,15.8,IT,Lead,Bachelor,Full-Time,Hybrid,Male,2015-12-18,0
12312,50.0,98300.0,2.8,2.0,4,40.7,39.2,6,11.0,4.7,12.9,Operations,Junior,Diploma,Contract,Office,Female,2020-12-08,0
12313,38.0,43500.0,1.6,2.0,5,39.3,30.4,6,8.3,5.0,14.4,IT,Junior,Diploma,Full-Time,Hybrid,Male,2016-01-09,0
12314,40.0,64700.0,10.2,2.0,1,45.7,32.8,3,2.5,4.7,12.1,HR,Mid,Bachelor,Contract,Office,Male,2021-07-16,0
