Employee_ID,Age,Experience_Years,Department,Job_Level,Education_Level,Work_Mode,Employment_Type,Monthly_Income,Previous_Salary,Current_Salary,Bonus,Quantity,Unit_Price,Total_Spending,Number_of_Orders,Working_Hours,Training_Hours,Projects_Completed,Performance_Score
EMP02206,43,12,IT,Entry,Bachelor,Remote,Contract,101053.34,77039.11,109182.53,12651.62,17,7431.46,177555.13,5,48.0,66,6,55.6
EMP02207,59,6,Operations,Entry,Diploma,Office,Part-Time,24567.87,22430.3,26523.07,1160.51,5,7412.75,177386.21,9,30.9,56,16,63.1
EMP02208,25,5,Marketing,Mid,PhD,Office,Full-Time,58002.37,47493.24,55955.51,10387.67,11,4533.0,108718.29,13,49.1,18,16,56.5
EMP02209,21,1,Finance,Mid,PhD,Hybrid,Contract,17773.05,16577.4,17906.05,957.36,16,5664.84,25353.37,39,30.5,89,8,60.6
EMP02210,33,13,Engineering,Entry,High School,Remote,Full-Time,82298.4,64265.34,87558.21,9380.27,20,9276.63,134689.35,23,42.9,29,5,56.0
EMP02211,41,21,HR,Mid,Bachelor,Office,Full-Time,101904.15,77588.49,103301.3,11429.81,2,6503.98,28431.29,27,44.3,91,13,86.1
EMP02212,46,23,Engineering,Manager,High School,Remote,Full-Time,121594.52,102925.29,125679.81,15650.46,17,6604.46,102001.88,32,49.0,78,3,65.8
EMP02213,41,0,Engineering,Senior,High School,Hybrid,Contract,19000.51,14969.09,20759.23,1499.86,1,7953.89,19632.36,31,49.0,17,9,41.0
EMP02214,38,9,Engineering,Manager,Diploma,Remote,Full-Time,68831.7,64528.33,65517.68,12199.47,18,1594.62,118224.0,33,40.4,62,4,59.9
EMP02215,57,15,Finance,Manager,Bachelor,Hybrid,Contract,72078.48,54207.39,72458.96,7205.99,17,5467.4,64295.8,42,31.7,6,8,69.2
EMP02216,52,7,HR,Entry,Diploma,Hybrid,Full-Time,33071.83,27533.09,32359.94,4829.4,18,9614.6,166367.29,26,47.3,59,16,80.8
EMP02217,56,24,Finance,Entry,Bachelor,Office,Contract,126672.81,118483.36,123572.09,17032.93,19,3935.77,160189.28,18,42.8,77,11,74.3
EMP02218,37,11,Engineering,Manager,PhD,Remote,Contract,80152.42,66276.73,91518.68,3293.31,5,3301.8,199696.3,12,38.3,87,19,72.1
EMP02219,55,24,IT,Manager,Master,Office,Contract,98664.8,75835.92,101162.21,13031.16,13,6211.48,52243.13,3,35.9,62,10,73.9
EMP02220,31,11,Engineering,Junior,Master,Remote,Full-Time,66612.67,53994.83,70304.19,7935.33,6,2600.63,13298.42,5,33.0,56,7,67.8
EMP02221,41,21,IT,Junior,Bachelor,Remote,Contract,96724.11,82177.01,106083.56,17579.49,13,5781.48,89157.65,14,37.4,87,12,68.0
EMP02222,46,13,Operations,Senior,Master,Hybrid,Full-Time,96511.34,75957.35,92601.61,17232.85,18,1978.69,17597.26,47,41.5,74,8,66.3
EMP02223,24,4,Engineering,Manager,High School,Hybrid,Part-Time,58610.09,49426.61,58504.86,2764.75,4,6008.04,36521.44,12,41.9,38,10,61.7
EMP02224,54,22,Marketing,Mid,PhD,Remote,Full-Time,56202.84,51553.1,62746.51,1950.43,9,6222.6,119862.73,4,44.6,42,5,68.2
EMP02225,38,5,Finance,Junior,PhD,Office,Full-Time,29798.69,27549.59,33445.99,2176.1,3,4474.8,118834.04,16,39.1,55,5,59.4
EMP02226,60,4,Engineering,Entry,Master,Hybrid,Contract,39464.15,29986.92,40434.58,7797.73,8,4136.09,9622.17,11,53.0,9,13,55.3
EMP02227,55,24,Finance,Manager,Bachelor,Hybrid,Full-Time,138994.69,108718.96,142465.71,3319.65,13,2831.85,89138.05,36,42.4,96,2,73.5
EMP02228,49,17,Engineering,Mid,High School,Remote,Part-Time,78986.27,63588.53,86993.85,11146.59,11,3643.76,106513.52,38,40.6,19,12,68.1
EMP02229,49,12,Marketing,Mid,Bachelor,Remote,Contract,49684.97,43174.91,50132.84,6435.82,10,5234.29,54336.82,48,31.2,63,11,68.4
EMP02230,58,13,Engineering,Mid,Master,Hybrid,Full-Time,93845.4,77159.59,91350.87,12799.02,11,2852.76,174536.59,2,45.0,38,2,53.4
EMP02231,41,21,Sales,Entry,PhD,Office,Full-Time,78745.01,72351.56,78863.68,4668.91,3,7936.93,33058.63,13,45.1,85,15,82.3
EMP02232,33,13,Operations,Junior,PhD,Hybrid,Contract,87696.5,78342.3,90105.43,5332.75,14,7235.83,51526.46,8,44.6,98,20,71.7
EMP02233,37,17,Finance,Mid,Bachelor,Remote,Contract,91081.11,70140.76,87478.02,8881.83,14,3058.41,32241.89,44,52.2,27,7,76.9
EMP02234,29,9,Operations,Junior,Diploma,Hybrid,Full-Time,41159.14,36010.61,43041.6,1533.36,19,1425.63,24192.78,21,49.1,99,8,59.8
EMP02235,21,1,Finance,Senior,Bachelor,Remote,Full-Time,28742.06,22206.19,31558.83,960.86,4,501.71,175916.86,26,51.7,29,3,60.3
EMP02236,22,2,Finance,Entry,Diploma,Hybrid,Contract,48410.36,38777.04,50963.96,1738.16,1,6168.83,56293.97,38,31.5,57,17,54.1
EMP02237,49,29,Sales,Junior,Bachelor,Remote,Contract,122760.9,96437.79,118388.05,15116.32,2,2507.96,144782.28,35,38.0,69,20,68.2
EMP02238,53,19,Engineering,Junior,Diploma,Remote,Part-Time,87339.29,68527.49,90660.8,7999.71,6,619.53,86168.49,15,38.0,61,6,64.7
EMP02239,30,10,IT,Mid,Diploma,Office,Part-Time,39163.63,34200.78,42758.11,2853.11,13,3911.31,127538.82,40,46.4,0,15,49.7
EMP02240,60,32,Operations,Mid,Diploma,Remote,Part-Time,150898.5,130183.3,145106.91,11596.17,14,9638.99,185707.06,30,41.2,67,13,85.6
EMP02241,41,3,Marketing,Entry,Diploma,Hybrid,Contract,42145.73,33093.06,40542.9,2415.41,1,7054.46,169076.97,2,49.4,24,13,62.4
EMP02242,48,28,Operations,Junior,High School,Remote,Contract,132344.98,125467.61,135537.18,12449.82,8,8648.76,14728.29,16,39.6,38,12,85.2
EMP02243,31,2,Engineering,Manager,Diploma,Hybrid,Contract,29965.66,25002.37,29635.82,1694.57,18,1875.02,169195.3,13,35.5,10,14,60.4
EMP02244,54,25,Sales,Mid,Diploma,Office,Full-Time,110130.59,84736.0,125213.65,16040.33,14,1196.24,90912.88,1,37.3,58,9,75.1
EMP02245,28,7,HR,Mid,PhD,Hybrid,Contract,49787.51,38541.2,53086.87,2106.4,2,609.53,70679.0,43,34.6,36,10,61.5
EMP02246,42,5,HR,Senior,High School,Office,Full-Time,41354.56,35845.25,41663.27,7885.63,12,9578.79,134805.2,28,34.9,75,5,55.9
EMP02247,28,8,Sales,Entry,Diploma,Office,Contract,70484.45,66665.17,76895.39,2549.24,1,3351.93,190091.37,1,35.4,28,5,56.9
EMP02248,35,15,Engineering,Junior,Master,Remote,Contract,72235.68,62439.82,74040.55,13711.99,15,4865.3,19732.96,40,30.4,97,20,70.8
EMP02249,37,17,Sales,Junior,High School,Office,Full-Time,104383.14,98100.14,101922.11,17744.41,11,4247.97,153847.33,34,47.9,81,6,71.9
EMP02250,43,12,IT,Junior,PhD,Hybrid,Contract,55013.46,46146.75,54872.98,7840.97,18,7439.34,41498.1,13,40.0,8,12,62.9
EMP02251,44,4,Operations,Mid,Bachelor,Office,Contract,56090.35,46957.06,60496.22,10332.64,17,3444.67,76647.09,2,30.6,45,17,66.8
EMP02252,39,19,Engineering,Entry,PhD,Office,Contract,108449.24,92182.01,104151.96,4886.66,3,5586.8,174890.78,4,39.3,75,16,96.5
EMP02253,25,5,Operations,Junior,PhD,Remote,Part-Time,29622.35,26348.64,29756.77,1532.56,15,9958.03,109614.04,25,52.6,8,18,62.9
EMP02254,52,17,HR,Manager,High School,Hybrid,Contract,75296.71,62008.58,74668.9,4923.46,13,4718.6,14423.87,34,42.8,64,6,70.0
EMP02255,21,1,Engineering,Senior,High School,Office,Full-Time,35859.28,33090.12,35508.82,2297.36,3,5737.08,102101.66,13,54.7,70,10,62.7
EMP02256,43,1,Marketing,Senior,Master,Remote,Full-Time,54885.57,41485.61,59636.06,4168.71,13,5274.02,158138.74,36,43.5,41,20,75.9
EMP02257,57,9,Operations,Junior,Master,Remote,Full-Time,55152.49,46215.19,61504.04,6817.6,9,8130.27,106247.24,32,54.1,33,9,65.1
EMP02258,28,8,Finance,Mid,High School,Hybrid,Contract,84294.15,71835.34,92148.12,2113.34,10,3034.98,34210.96,21,35.0,95,2,61.1
EMP02259,33,12,Finance,Senior,High School,Remote,Full-Time,78189.89,68135.17,84378.27,6943.97,1,2119.16,89563.17,26,37.2,27,3,76.3
EMP02260,28,8,IT,Senior,High School,Office,Part-Time,52775.89,42495.91,59810.41,3396.09,2,7663.89,184944.73,15,47.5,89,10,62.1
EMP02261,43,18,Engineering,Senior,Bachelor,Remote,Full-Time,88135.84,73637.14,84758.34,11386.57,14,4448.37,131982.59,29,54.7,99,8,71.2
EMP02262,21,1,IT,Senior,PhD,Hybrid,Contract,25157.63,21306.18,24742.44,4964.37,5,9180.4,146247.41,26,50.6,60,9,68.0
EMP02263,44,24,Engineering,Junior,Master,Hybrid,Part-Time,85656.56,76010.09,88473.06,9694.42,10,6619.51,157401.36,21,43.8,39,19,72.7
EMP02264,55,13,HR,Entry,Master,Remote,Full-Time,79473.16,71900.07,81419.48,7678.96,19,5861.26,19047.99,12,32.1,53,1,66.8
EMP02265,44,23,Marketing,Entry,Diploma,Office,Part-Time,67045.02,60177.3,69298.43,5784.9,8,1169.34,116725.78,12,39.1,58,2,64.2
EMP02266,37,0,Marketing,Mid,Bachelor,Remote,Full-Time,46193.4,37800.83,45791.1,7450.57,13,7438.91,75807.12,5,32.2,77,20,77.2
EMP02267,25,5,Sales,Manager,High School,Hybrid,Contract,52473.66,49844.21,51418.98,1729.35,9,7017.38,28692.67,42,37.8,44,4,65.7
EMP02268,40,20,IT,Entry,High School,Remote,Part-Time,114095.13,104937.07,120009.67,21992.83,18,6580.68,41339.2,26,36.5,94,16,78.1
EMP02269,41,18,Engineering,Manager,Bachelor,Remote,Full-Time,100041.38,80233.65,113608.04,9526.46,4,3045.14,156450.93,32,39.7,79,12,66.7
EMP02270,60,17,Operations,Entry,Master,Office,Full-Time,77386.5,61059.58,79583.8,5917.45,8,9494.02,33136.33,2,50.9,38,2,60.2
EMP02271,51,11,Finance,Entry,High School,Remote,Part-Time,50592.04,41121.42,48501.1,9882.26,5,3555.72,63171.3,8,33.8,41,15,69.2
EMP02272,56,27,Operations,Mid,Diploma,Office,Part-Time,123090.81,103454.0,134320.81,23197.47,6,1946.19,57689.79,27,37.7,10,18,83.1
EMP02273,31,11,Finance,Senior,Master,Remote,Part-Time,71836.34,66100.91,72426.9,9737.28,20,9878.41,10677.44,37,36.5,74,16,74.9
EMP02274,35,15,HR,Mid,PhD,Remote,Part-Time,66648.88,60362.05,66583.49,1555.01,5,7589.34,92969.53,8,37.4,37,12,72.6
EMP02275,39,18,Finance,Entry,Bachelor,Office,Full-Time,106834.41,98314.28,108421.07,16531.16,1,4440.48,153420.04,24,39.0,56,18,78.5
EMP02276,27,7,Operations,Senior,Master,Office,Full-Time,25248.31,20309.53,27640.92,2029.97,19,9391.21,5408.37,13,36.1,11,14,70.1
EMP02277,48,25,Operations,Senior,PhD,Hybrid,Full-Time,137192.58,119178.13,152800.14,12332.3,4,1365.62,23397.74,29,53.6,41,12,72.8
EMP02278,25,5,Marketing,Senior,Diploma,Office,Contract,30093.05,24274.55,32127.68,1461.73,1,1332.78,144317.15,13,40.5,62,5,62.1
EMP02279,25,5,Engineering,Manager,Bachelor,Remote,Part-Time,44629.93,34445.58,45276.87,5097.74,19,6983.28,119122.62,23,32.9,8,4,56.1
EMP02280,50,30,Marketing,Entry,High School,Hybrid,Full-Time,163998.76,145440.59,165982.43,25259.0,4,2190.73,143334.28,47,41.7,21,18,76.2
EMP02281,52,15,IT,Junior,High School,Office,Part-Time,99485.01,77458.98,96984.12,6878.59,14,9212.83,46790.69,15,34.6,37,17,79.4
EMP02282,28,8,Operations,Mid,PhD,Office,Part-Time,43413.39,38357.45,49346.28,8203.91,14,8483.41,160949.99,24,35.4,72,16,77.9
EMP02283,30,10,Engineering,Manager,Master,Hybrid,Full-Time,47028.7,41366.1,50679.43,2589.05,9,3410.49,96494.34,43,37.1,56,10,74.9
EMP02284,58,21,HR,Mid,Diploma,Remote,Part-Time,88139.61,80387.7,84208.13,2814.05,19,8943.98,122450.09,23,33.1,66,17,72.3
EMP02285,52,15,Finance,Junior,PhD,Remote,Part-Time,63971.71,49764.29,69247.68,8699.23,11,907.43,19338.53,10,48.0,98,12,76.2
EMP02286,48,27,IT,Senior,Diploma,Hybrid,Part-Time,108718.37,98574.51,113005.21,18794.95,16,5712.06,41801.29,38,49.8,29,12,81.9
EMP02287,37,17,Sales,Junior,Diploma,Remote,Part-Time,66084.22,62770.44,75634.15,12659.35,19,9387.85,154898.22,5,39.9,25,4,73.8
EMP02288,51,7,Sales,Mid,Diploma,Office,Part-Time,25839.54,23777.76,28780.43,4084.99,4,8626.14,45557.78,5,47.2,71,3,50.7
EMP02289,28,8,Engineering,Junior,Bachelor,Remote,Full-Time,54511.31,49079.93,53653.47,3049.2,9,3882.7,19413.44,31,39.7,53,1,58.9
EMP02290,60,20,Finance,Entry,PhD,Office,Full-Time,117911.91,104049.37,128998.25,23108.26,17,2237.27,119843.45,40,34.1,31,12,69.6
EMP02291,45,25,Finance,Junior,Bachelor,Remote,Part-Time,106535.53,88888.59,111554.76,19762.18,15,2500.14,110039.37,1,39.9,21,8,80.9
EMP02292,29,9,Engineering,Entry,Master,Office,Part-Time,75193.11,67380.55,74246.36,3712.29,8,5387.82,121970.89,2,43.9,7,8,45.2
EMP02293,22,2,Finance,Junior,Master,Hybrid,Part-Time,38590.75,34532.38,42054.19,4653.33,13,6169.34,124042.79,49,31.0,65,12,57.3
EMP02294,35,0,Marketing,Entry,High School,Office,Contract,43561.55,38172.97,46152.48,5227.09,1,811.74,100539.27,29,46.4,13,4,63.9
EMP02295,23,3,Finance,Entry,High School,Remote,Part-Time,27514.96,25018.13,26306.36,2742.04,2,4428.74,99261.01,7,48.6,4,16,59.7
EMP02296,56,22,Sales,Junior,High School,Office,Contract,76281.06,64057.23,82331.49,15040.39,10,8388.68,184908.95,29,51.5,12,2,54.2
EMP02297,24,4,Finance,Manager,Master,Remote,Contract,51131.19,39588.35,55068.16,1571.36,13,4721.13,107242.46,9,32.6,86,4,72.3
EMP02298,34,14,Operations,Senior,Diploma,Remote,Contract,64205.71,55333.35,62845.64,8532.78,11,2107.17,123842.74,36,30.0,76,4,55.9
EMP02299,45,25,Engineering,Senior,Diploma,Office,Full-Time,111717.63,89710.23,113929.37,6362.84,14,9571.17,54126.91,7,31.8,82,11,83.9
EMP02300,30,10,HR,Senior,PhD,Remote,Contract,55471.08,45868.29,59197.61,6374.72,16,3029.62,174347.55,28,53.1,23,3,48.0
EMP02301,41,12,Sales,Entry,Master,Hybrid,Part-Time,66704.49,50260.7,65220.76,10696.29,6,8085.07,5849.25,10,49.1,34,10,55.6
EMP02302,56,17,HR,Senior,High School,Remote,Part-Time,67683.6,55944.43,75842.49,4359.56,2,2341.04,111888.13,16,50.9,77,12,74.5
EMP02303,32,12,Sales,Entry,Master,Hybrid,Full-Time,75103.3,68476.2,71760.99,6819.73,5,4520.14,77386.21,10,42.9,67,17,67.3
EMP02304,47,14,IT,Manager,Diploma,Hybrid,Full-Time,74084.96,63605.23,71904.45,14160.47,19,5159.01,121176.93,39,43.2,25,9,67.2
EMP02305,60,32,Operations,Junior,Diploma,Remote,Part-Time,168366.84,126605.15,163858.21,26444.8,7,5256.04,72674.24,26,37.5,73,2,85.9
EMP02306,22,2,Sales,Junior,Bachelor,Hybrid,Full-Time,19721.5,16644.33,20818.44,2427.52,17,5406.5,143819.89,34,51.1,37,18,65.5
EMP02307,33,13,Operations,Entry,Bachelor,Hybrid,Full-Time,67674.98,54701.03,72684.47,4057.76,5,2637.0,5045.96,34,50.7,33,12,78.9
EMP02308,52,26,Sales,Entry,PhD,Office,Contract,99085.84,83778.08,102132.54,9567.23,12,5401.2,81772.0,40,39.8,33,6,72.1
EMP02309,51,17,HR,Manager,Master,Hybrid,Contract,98201.37,81599.31,98960.8,15646.53,19,5076.27,166421.46,14,38.2,18,18,79.2
EMP02310,36,16,HR,Senior,Bachelor,Hybrid,Full-Time,96782.43,90626.67,107608.85,16230.2,18,2482.84,50789.94,18,48.5,2,13,50.8
EMP02311,52,6,Engineering,Manager,Bachelor,Hybrid,Part-Time,51875.68,39333.98,49990.37,3321.55,12,9887.82,11497.42,1,30.7,35,15,70.8
EMP02312,52,19,Sales,Junior,Master,Hybrid,Contract,90675.91,80403.93,91225.26,12619.44,3,8722.85,99808.29,17,51.5,3,1,63.8
EMP02313,54,26,Sales,Junior,Diploma,Hybrid,Part-Time,121596.6,111893.84,116468.04,4511.3,4,8931.98,195330.16,49,41.2,25,8,68.1
EMP02314,31,5,Marketing,Senior,PhD,Remote,Full-Time,53758.1,50631.94,51219.53,1299.77,15,7012.92,13767.55,22,41.0,74,18,84.3
EMP02315,30,10,Operations,Junior,PhD,Hybrid,Part-Time,46227.29,36312.8,47183.09,5490.01,15,2019.02,14941.24,37,46.7,2,20,65.7
EMP02316,35,8,Operations,Entry,PhD,Remote,Part-Time,55658.74,47658.4,55044.53,3361.14,11,5896.87,119428.2,16,46.1,48,12,55.0
EMP02317,37,17,Operations,Junior,Bachelor,Remote,Part-Time,75043.63,56936.95,75319.28,2566.8,2,8303.68,50763.47,7,36.6,8,20,78.6
EMP02318,60,20,Operations,Mid,Diploma,Remote,Part-Time,93321.83,79308.32,103978.2,14126.04,18,868.0,82636.02,15,53.6,45,12,62.0
EMP02319,38,18,IT,Senior,PhD,Office,Full-Time,77813.42,60312.53,76459.16,8531.11,3,5210.51,166270.92,21,54.7,65,1,65.4
EMP02320,29,9,IT,Senior,Master,Office,Full-Time,59204.18,54324.53,65482.58,9669.81,18,4263.17,40570.89,2,43.1,13,10,71.9
EMP02321,45,22,Finance,Senior,PhD,Remote,Contract,109736.72,84801.69,119065.46,15309.37,14,2515.18,144140.69,48,44.0,2,19,77.9
EMP02322,60,19,Sales,Mid,High School,Office,Contract,85357.94,72781.1,86662.98,12920.19,6,4093.38,101392.62,25,43.9,1,19,71.1
EMP02323,34,14,Sales,Manager,Diploma,Hybrid,Contract,69021.57,58959.55,73115.33,5199.04,2,9843.23,181086.58,9,42.1,85,11,69.0
EMP02324,45,16,Sales,Entry,High School,Remote,Contract,49083.24,46350.79,50991.95,3307.7,1,7370.81,194619.44,20,53.6,92,3,76.3
EMP02325,42,22,Sales,Senior,Diploma,Remote,Part-Time,118661.29,104540.13,115775.33,15207.33,8,3345.6,97507.2,50,36.1,32,14,64.8
EMP02326,50,1,Operations,Junior,Master,Remote,Contract,43314.23,34979.19,49007.32,2426.24,10,6250.87,117344.76,10,32.7,99,18,76.4
EMP02327,40,20,Operations,Entry,Bachelor,Office,Contract,91243.88,72827.2,97076.52,15217.12,20,2843.23,149422.67,21,53.2,9,6,80.3
EMP02328,41,5,IT,Junior,Bachelor,Office,Part-Time,38895.28,30169.11,43797.95,4438.95,18,6303.02,64416.15,4,35.3,52,9,66.8
EMP02329,52,10,HR,Entry,Diploma,Office,Full-Time,54621.2,49230.25,60889.82,3324.15,20,9013.58,46121.33,30,48.7,43,9,63.1
EMP02330,41,5,Marketing,Entry,PhD,Hybrid,Contract,40550.66,36015.13,39170.12,5374.19,11,5790.33,192972.35,34,35.1,37,17,66.2
EMP02331,55,10,Operations,Junior,High School,Office,Full-Time,63436.01,55314.65,62893.9,12059.59,18,7466.73,87090.46,30,54.0,20,4,56.0
EMP02332,52,13,Operations,Junior,Master,Remote,Contract,58750.95,44543.09,57520.25,2043.18,16,4806.72,1316.57,14,49.8,94,4,62.3
EMP02333,50,1,Engineering,Entry,PhD,Office,Full-Time,18346.27,16558.71,20477.29,728.02,5,5479.18,167705.94,22,53.0,34,19,67.3
EMP02334,59,2,Operations,Senior,Bachelor,Office,Contract,29838.83,26209.76,33493.77,5129.03,7,7103.21,120333.17,1,53.8,66,16,72.2
EMP02335,32,12,HR,Junior,PhD,Office,Full-Time,70463.79,66431.69,74381.17,2799.31,2,8217.85,34543.15,8,32.1,82,17,85.7
EMP02336,38,18,HR,Mid,High School,Office,Full-Time,116223.72,100817.15,112834.12,3148.22,11,6764.79,6997.8,11,40.8,21,3,49.1
EMP02337,41,21,IT,Mid,Bachelor,Remote,Contract,106378.68,86250.81,103945.09,8789.8,13,9786.17,59005.0,1,46.2,19,7,49.8
EMP02338,33,13,Operations,Entry,Diploma,Office,Full-Time,57377.76,47411.48,63844.8,5967.69,20,8288.31,185649.53,5,50.1,99,5,79.3
EMP02339,41,17,Engineering,Manager,Master,Remote,Contract,102154.62,80208.55,116031.1,12513.94,16,7883.02,186764.74,45,36.0,82,3,67.6
EMP02340,28,8,Marketing,Entry,Master,Office,Contract,53687.64,48028.04,53145.13,5976.19,14,8528.47,62889.69,49,52.9,67,12,68.5
EMP02341,60,34,Sales,Entry,Bachelor,Hybrid,Part-Time,134527.97,119937.65,128101.24,24803.36,7,3171.5,167350.27,10,35.5,95,19,91.4
EMP02342,27,0,Operations,Senior,Diploma,Hybrid,Contract,51855.56,40972.63,52695.13,8211.86,7,4604.45,88927.22,39,51.7,7,9,55.6
EMP02343,43,23,IT,Senior,High School,Remote,Contract,103470.54,80882.7,98928.17,20392.58,12,5862.4,131214.61,13,42.8,50,3,81.4
EMP02344,52,24,IT,Manager,Master,Remote,Contract,140244.65,107343.4,156456.23,14832.55,12,4892.67,67554.33,21,42.9,25,3,69.5
EMP02345,31,11,Marketing,Manager,Bachelor,Hybrid,Contract,52732.66,49167.68,55279.78,1855.1,20,8550.85,103678.55,36,39.4,50,16,67.6
EMP02346,42,22,Engineering,Manager,Master,Hybrid,Part-Time,103902.73,82770.37,112045.81,19948.86,1,757.15,59462.11,45,32.6,64,20,77.6
EMP02347,42,15,Finance,Manager,Diploma,Office,Part-Time,113443.3,92891.09,117107.18,2352.86,6,2487.17,13161.76,33,38.7,25,13,67.6
EMP02348,45,25,IT,Manager,High School,Hybrid,Part-Time,87180.47,70276.25,88845.75,13922.48,8,8876.21,28736.26,43,40.7,46,6,64.9
EMP02349,42,22,HR,Entry,Diploma,Remote,Part-Time,87962.68,73248.72,87473.62,2254.55,13,1061.45,58844.22,28,42.0,42,1,76.9
EMP02350,48,18,HR,Entry,PhD,Remote,Full-Time,103558.96,92458.45,114340.12,16260.68,5,2656.39,195274.5,9,48.5,8,11,68.2
EMP02351,49,22,Sales,Mid,Diploma,Hybrid,Contract,125733.94,116193.14,136938.03,23742.22,10,3836.88,193168.76,45,38.8,34,18,68.1
EMP02352,33,13,IT,Mid,Diploma,Remote,Part-Time,91741.26,72156.31,93772.95,8262.85,14,7632.04,165705.01,11,40.2,81,3,67.9
EMP02353,38,18,Engineering,Junior,Master,Office,Contract,89991.46,79847.85,91271.43,5703.09,9,5821.72,47268.7,40,52.7,18,18,83.1
EMP02354,22,2,Sales,Entry,Diploma,Office,Part-Time,61016.71,50064.97,57981.04,3705.56,17,9568.74,88878.83,29,48.8,47,11,69.9
EMP02355,49,8,IT,Manager,Bachelor,Hybrid,Contract,41890.46,39632.79,40328.38,4545.5,3,2664.81,88516.78,7,30.6,79,15,65.5
EMP02356,41,0,Marketing,Junior,Master,Remote,Full-Time,19173.98,15526.78,20605.34,973.26,12,8785.14,78007.68,27,50.3,27,3,46.5
EMP02357,35,15,Operations,Senior,Master,Hybrid,Part-Time,80991.74,60860.32,85277.94,11430.06,12,3187.68,9931.18,22,54.7,2,12,76.1
EMP02358,47,27,Engineering,Entry,PhD,Remote,Full-Time,100584.72,85811.64,104302.39,8680.81,11,2832.23,107370.95,31,53.5,17,12,61.9
EMP02359,51,31,IT,Mid,Bachelor,Remote,Full-Time,156915.16,122416.77,175038.93,12264.44,4,5234.56,15489.59,30,50.9,12,17,81.0
EMP02360,35,15,Engineering,Entry,Diploma,Remote,Contract,58719.94,44562.5,61701.72,6050.0,8,1176.44,160581.82,28,45.7,26,1,56.3
EMP02361,43,17,Finance,Entry,PhD,Office,Part-Time,91195.02,81132.0,93648.05,10730.53,10,4150.92,138570.12,20,37.0,39,11,78.5
EMP02362,44,24,Engineering,Entry,Bachelor,Remote,Full-Time,120247.64,107796.22,118113.39,5476.97,14,3878.92,71194.66,15,46.4,38,15,68.2
EMP02363,33,13,Engineering,Entry,PhD,Office,Contract,76646.25,64546.86,85394.47,11297.46,1,2020.96,129780.14,15,47.4,57,9,61.8
EMP02364,42,5,HR,Senior,High School,Remote,Contract,37721.39,33397.65,40182.69,6749.51,12,8677.55,47374.36,12,37.0,56,7,66.2
EMP02365,57,20,Marketing,Mid,Diploma,Hybrid,Contract,83086.63,71259.07,80468.74,5819.19,5,4165.95,53784.76,17,36.4,23,11,75.1
EMP02366,53,5,Operations,Entry,PhD,Office,Full-Time,23198.4,20320.88,25049.16,1217.23,14,9828.24,63512.57,23,39.9,92,18,82.0
EMP02367,23,3,Operations,Senior,High School,Office,Contract,43554.46,37863.67,45079.48,6833.3,4,9047.23,159605.31,6,46.0,21,7,61.4
EMP02368,39,19,HR,Junior,Diploma,Office,Contract,117008.72,103337.95,130146.13,6205.85,17,2350.7,42927.58,45,37.3,50,18,78.5
EMP02369,43,9,Engineering,Entry,PhD,Hybrid,Contract,53954.5,42620.07,61172.69,1479.75,13,5298.66,112993.46,16,43.9,89,15,79.5
EMP02370,49,29,Operations,Senior,PhD,Office,Full-Time,175961.52,141427.54,188295.22,23132.57,3,6217.14,40892.96,27,52.5,83,16,72.7
EMP02371,50,17,Sales,Manager,PhD,Hybrid,Contract,123158.21,103205.68,135021.13,7778.09,11,8280.12,57722.45,23,37.4,87,15,69.8
EMP02372,59,23,Marketing,Junior,PhD,Remote,Full-Time,121505.87,101970.84,116805.8,6187.79,11,8913.61,47860.78,1,54.1,75,4,61.3
EMP02373,45,8,Finance,Mid,Master,Remote,Contract,43404.0,39275.51,46097.26,8537.07,5,6428.17,129355.93,45,41.8,81,3,43.8
EMP02374,57,30,HR,Entry,PhD,Hybrid,Full-Time,153416.78,126335.46,168922.31,11128.19,6,833.77,105819.06,7,32.5,75,14,86.7
EMP02375,28,8,IT,Entry,Master,Office,Full-Time,27458.77,21486.52,28813.93,5014.51,4,5072.13,144538.53,45,31.4,37,3,69.1
EMP02376,36,3,IT,Senior,Master,Office,Part-Time,40548.18,32450.43,43334.25,2111.72,10,8905.63,44768.74,39,38.5,95,16,74.2
EMP02377,28,8,IT,Mid,High School,Hybrid,Part-Time,46572.98,36929.89,52617.67,7797.06,10,7283.85,2820.56,40,36.5,60,15,72.0
EMP02378,21,1,Marketing,Manager,Diploma,Remote,Part-Time,15000.0,13444.98,14844.3,1655.45,12,8766.35,136421.4,50,51.1,48,19,68.2
EMP02379,25,5,Finance,Junior,Master,Hybrid,Full-Time,42016.73,35464.97,40741.49,1434.75,18,6903.76,23855.94,49,48.4,22,10,61.6
EMP02380,23,3,Operations,Mid,Bachelor,Office,Contract,37559.39,33492.69,40869.46,5710.87,15,918.33,50014.74,48,52.1,3,17,75.5
EMP02381,21,1,Finance,Entry,Master,Office,Contract,37272.05,31056.71,41542.3,6730.33,18,9696.06,61831.54,49,44.7,75,4,70.1
EMP02382,24,4,Finance,Senior,Bachelor,Office,Full-Time,50819.7,47157.99,56923.05,2507.6,3,9221.18,149613.62,40,40.9,80,18,66.9
EMP02383,60,14,HR,Manager,High School,Office,Contract,71210.16,67414.94,76787.97,10724.69,3,1702.51,125552.47,39,36.8,84,10,78.5
