Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Tenure_Months,Debt_to_Income,Interest_Rate,Gender,Employment_Type,Education_Level,Marital_Status,Loan_Type,Loan_Default
CUST00736,44,113237.27,693.0,115595.37,24,0.25,11.52,Female,Business,High School,Married,Home Loan,No
CUST00737,48,171670.5,697.0,174643.46,60,0.46,9.99,Male,Contract,Diploma,Married,Home Loan,No
CUST00738,28,58909.5,712.0,238184.45,72,0.23,17.64,Other,Business,Bachelor,Single,Car Loan,No
CUST00739,48,76198.62,596.0,388956.71,24,0.7,7.07,Female,Self-Employed,Bachelor,Single,Business Loan,No
CUST00740,56,79456.09,656.0,458333.27,48,0.14,9.6,Female,Salaried,Bachelor,Widowed,Car Loan,No
CUST00741,46,116097.18,608.0,102678.16,84,0.61,10.45,Male,Self-Employed,Master,Married,Education Loan,Yes
CUST00742,28,75790.59,750.0,461960.07,72,0.41,10.08,Male,Business,PhD,Widowed,Education Loan,No
CUST00743,70,104428.93,615.0,350856.08,24,0.58,13.66,Female,Contract,High School,Widowed,Education Loan,Yes
CUST00744,48,144650.03,664.0,309277.66,12,0.27,7.8,Male,Contract,PhD,Single,Personal Loan,No
CUST00745,48,132272.47,722.0,107922.22,84,0.41,7.87,Female,Self-Employed,PhD,Divorced,Education Loan,No
CUST00746,57,90311.72,634.0,37207.27,12,0.65,14.48,Male,Self-Employed,PhD,Widowed,Business Loan,Yes
CUST00747,61,158003.02,732.0,288547.8,60,0.38,11.5,Other,Salaried,Bachelor,Divorced,Personal Loan,No
CUST00748,56,108418.72,800.0,329242.68,84,0.3,10.4,Male,Business,PhD,Divorced,Personal Loan,Yes
CUST00749,47,105464.75,694.0,113282.91,36,0.43,7.2,Other,Self-Employed,Master,Married,Education Loan,No
CUST00750,37,23538.42,748.0,282663.54,84,0.55,7.44,Male,Salaried,Diploma,Married,Car Loan,Yes
CUST00751,29,177844.26,524.0,429681.77,72,0.36,5.14,Male,Self-Employed,Bachelor,Widowed,Home Loan,No
CUST00752,53,37921.27,648.0,419182.31,84,0.71,6.19,Female,Contract,High School,Single,Car Loan,Yes
CUST00753,40,55443.21,694.0,464404.04,48,0.26,12.24,Male,Salaried,Diploma,Single,Car Loan,No
CUST00754,33,26374.89,601.0,189284.05,48,0.38,16.59,Male,Salaried,Diploma,Widowed,Personal Loan,No
CUST00755,48,121680.48,696.0,165844.29,36,0.58,8.73,Other,Self-Employed,Diploma,Widowed,Personal Loan,No
CUST00756,68,54401.59,759.0,377218.74,84,0.53,9.26,Male,Business,PhD,Single,Personal Loan,Yes
CUST00757,49,47161.69,539.0,221245.08,12,0.65,6.5,Female,Contract,PhD,Divorced,Business Loan,Yes
CUST00758,33,32346.0,591.0,52898.85,12,0.75,10.05,Other,Business,Bachelor,Widowed,Business Loan,Yes
CUST00759,66,34736.05,694.0,148572.55,24,0.35,5.48,Female,Salaried,PhD,Divorced,Home Loan,No
CUST00760,55,112716.65,715.0,215105.32,60,0.13,16.93,Female,Business,PhD,Widowed,Personal Loan,No
CUST00761,26,129489.67,735.0,153333.05,72,0.07,13.75,Female,Salaried,PhD,Widowed,Education Loan,No
CUST00762,38,82375.4,688.0,172780.73,60,0.56,17.88,Female,Business,Bachelor,Divorced,Personal Loan,No
CUST00763,25,95743.33,715.0,153950.19,84,0.66,16.48,Other,Self-Employed,Bachelor,Divorced,Business Loan,No
CUST00764,67,129126.77,748.0,30334.59,60,0.2,11.15,Male,Business,Master,Single,Personal Loan,No
CUST00765,45,20815.53,649.0,322176.4,24,0.16,11.76,Female,Salaried,Master,Widowed,Business Loan,No
CUST00766,22,70347.17,634.0,302673.29,60,0.09,7.48,Other,Contract,Master,Married,Personal Loan,No
CUST00767,30,175641.84,667.0,330157.91,36,0.63,11.01,Female,Contract,Master,Married,Education Loan,Yes
CUST00768,50,111978.18,695.0,104231.85,24,0.27,16.74,Male,Contract,Diploma,Widowed,Home Loan,No
CUST00769,70,59184.38,631.0,154870.73,36,0.33,5.66,Other,Salaried,Diploma,Widowed,Education Loan,No
CUST00770,65,102520.27,650.0,313611.8,84,0.4,16.23,Other,Business,Master,Widowed,Business Loan,No
CUST00771,25,73509.87,710.0,303817.51,24,0.64,9.43,Male,Contract,Master,Divorced,Car Loan,No
CUST00772,53,104223.69,692.0,258101.85,84,0.51,16.69,Other,Contract,High School,Married,Education Loan,No
CUST00773,21,38370.12,666.0,181702.49,84,0.48,17.23,Male,Contract,Diploma,Married,Personal Loan,No
CUST00774,38,39499.77,549.0,457336.19,60,0.17,13.72,Other,Self-Employed,High School,Married,Home Loan,No
CUST00775,52,41253.86,680.0,176487.42,36,0.41,13.64,Other,Salaried,High School,Widowed,Personal Loan,No
CUST00776,67,170250.81,607.0,233253.39,84,0.55,10.89,Male,Salaried,PhD,Divorced,Personal Loan,No
CUST00777,69,136729.62,,342275.78,36,0.73,15.86,Male,Salaried,Bachelor,Widowed,Education Loan,No
CUST00778,31,44305.87,657.0,276080.5,36,0.19,17.5,Other,Salaried,Diploma,Single,Home Loan,No
CUST00779,41,48512.55,605.0,179974.13,24,0.06,15.08,Other,Salaried,Master,Single,Car Loan,No
CUST00780,46,136394.37,675.0,223465.95,48,0.1,13.09,Male,Self-Employed,Master,Married,Personal Loan,No
CUST00781,45,43298.54,775.0,399295.6,60,0.31,12.89,Male,Business,Bachelor,Widowed,Home Loan,No
CUST00782,42,55998.93,727.0,146283.29,84,0.62,16.04,Other,Self-Employed,Diploma,Single,Car Loan,No
CUST00783,47,174062.19,696.0,79705.07,36,0.05,12.04,Other,Contract,Master,Single,Personal Loan,No
CUST00784,69,59359.66,581.0,163449.97,72,0.37,15.45,Other,Self-Employed,Master,Widowed,Home Loan,Yes
CUST00785,33,125184.44,802.0,426271.77,48,0.28,11.62,Male,Salaried,PhD,Divorced,Education Loan,No
CUST00786,53,176538.27,633.0,53604.96,84,0.09,5.81,Other,Self-Employed,High School,Widowed,Personal Loan,Yes
CUST00787,54,78636.08,750.0,495931.08,72,0.37,9.99,Female,Salaried,Master,Widowed,Personal Loan,No
CUST00788,61,20837.59,656.0,275091.42,60,0.23,10.78,Male,Self-Employed,Diploma,Divorced,Home Loan,No
CUST00789,55,57551.86,743.0,492574.41,60,0.3,6.84,Other,Salaried,Bachelor,Married,Personal Loan,No
CUST00790,21,152602.1,778.0,470108.25,36,0.54,6.33,Male,Contract,PhD,Married,Car Loan,Yes
CUST00791,41,158066.63,729.0,231878.72,36,0.42,11.96,Female,Salaried,Diploma,Married,Personal Loan,No
CUST00792,68,142500.14,737.0,107260.63,84,0.14,6.11,Male,Self-Employed,PhD,Divorced,Business Loan,No
CUST00793,26,36323.79,673.0,90793.54,24,0.72,8.94,Other,Contract,High School,Single,Car Loan,No
CUST00794,48,146872.68,647.0,127594.79,48,0.5,14.68,Female,Self-Employed,Master,Divorced,Home Loan,Yes
CUST00795,37,166825.8,690.0,357964.99,84,0.59,17.54,Female,Contract,Diploma,Widowed,Car Loan,No
CUST00796,25,115298.75,655.0,143745.5,48,0.11,14.33,Other,Business,Bachelor,Divorced,Business Loan,No
CUST00797,51,170421.81,850.0,177298.38,36,0.08,17.9,Other,Business,High School,Single,Business Loan,No
CUST00798,25,151947.9,606.0,229901.61,60,0.06,14.08,Other,Business,High School,Single,Personal Loan,No
CUST00799,58,126049.39,755.0,457484.01,36,0.18,8.82,Male,Self-Employed,PhD,Widowed,Personal Loan,No
CUST00800,23,111504.01,719.0,102802.77,60,0.34,13.74,Male,Self-Employed,High School,Married,Education Loan,No
CUST00801,43,74468.93,697.0,12463.01,84,0.71,14.13,Male,Contract,Diploma,Single,Car Loan,No
CUST00802,57,43804.57,791.0,39447.24,60,0.37,9.83,Other,Contract,PhD,Single,Education Loan,No
CUST00803,57,116002.54,702.0,453335.51,36,0.25,5.23,Other,Contract,High School,Single,Business Loan,No
CUST00804,30,69534.07,632.0,327283.07,12,0.44,14.14,Male,Contract,Bachelor,Widowed,Personal Loan,No
CUST00805,30,158363.06,702.0,143789.9,48,0.13,5.28,Female,Salaried,Diploma,Single,Personal Loan,No
CUST00806,39,178920.58,666.0,96824.33,72,0.48,13.21,Male,Business,Bachelor,Married,Personal Loan,No
CUST00807,37,139893.3,718.0,154190.7,60,0.45,7.13,Female,Salaried,Bachelor,Widowed,Home Loan,No
CUST00808,41,32658.03,741.0,66250.49,60,0.6,12.35,Other,Salaried,PhD,Married,Business Loan,No
CUST00809,34,64767.07,616.0,471351.13,12,0.74,11.55,Other,Salaried,Master,Single,Personal Loan,No
CUST00810,29,35675.76,770.0,394261.03,84,0.23,5.18,Male,Salaried,PhD,Single,Business Loan,No
CUST00811,66,123382.89,661.0,236571.68,84,0.41,9.72,Male,Business,Diploma,Married,Personal Loan,No
CUST00812,21,141960.92,713.0,433831.68,84,0.69,12.81,Other,Salaried,Diploma,Widowed,Car Loan,No
CUST00813,65,167959.32,726.0,132234.52,72,0.6,16.03,Male,Contract,PhD,Widowed,Business Loan,Yes
CUST00814,33,88983.92,708.0,361389.08,24,0.39,16.55,Other,Self-Employed,Master,Married,Education Loan,No
CUST00815,24,164022.86,672.0,429504.92,12,0.71,11.29,Other,Contract,PhD,Single,Home Loan,No
CUST00816,21,160218.37,643.0,184816.67,72,0.09,14.47,Female,Self-Employed,Diploma,Divorced,Education Loan,No
CUST00817,69,69385.71,660.0,381157.58,12,0.7,9.11,Male,Contract,Master,Married,Business Loan,Yes
CUST00818,60,158761.9,797.0,154585.45,60,0.09,9.45,Other,Contract,Diploma,Married,Personal Loan,No
CUST00819,52,78858.9,615.0,156440.0,48,0.43,7.53,Male,Self-Employed,Master,Married,Business Loan,Yes
CUST00820,54,66092.82,626.0,62458.02,12,0.67,12.31,Female,Business,Master,Single,Home Loan,Yes
CUST00821,48,123150.09,623.0,225628.44,24,0.23,9.09,Female,Salaried,PhD,Widowed,Business Loan,Yes
CUST00822,51,71197.76,690.0,367558.83,36,0.38,6.1,Male,Contract,PhD,Single,Personal Loan,No
CUST00823,28,120093.82,566.0,470708.19,72,0.28,13.91,Male,Business,PhD,Married,Education Loan,No
CUST00824,59,116792.75,578.0,305860.53,12,0.72,14.2,Other,Salaried,Master,Single,Car Loan,Yes
CUST00825,46,109277.11,660.0,432936.41,12,0.63,9.68,Female,Business,Master,Single,Education Loan,No
CUST00826,54,79627.99,583.0,413022.38,24,0.55,6.0,Female,Business,Diploma,Married,Personal Loan,No
CUST00827,23,106856.95,590.0,94938.1,48,0.46,10.54,Female,Salaried,Bachelor,Single,Personal Loan,No
CUST00828,70,114630.65,584.0,248050.54,12,0.62,10.75,Male,Contract,PhD,Divorced,Home Loan,No
CUST00829,32,106401.28,617.0,67292.53,12,0.32,13.69,Other,Business,Diploma,Single,Business Loan,No
CUST00830,21,89995.95,735.0,344255.05,48,0.36,9.1,Male,Contract,Diploma,Single,Business Loan,No
CUST00831,64,20376.06,752.0,475450.84,24,0.56,13.87,Male,Contract,High School,Widowed,Education Loan,No
CUST00832,25,113104.0,824.0,77173.83,72,0.3,16.33,Male,Contract,PhD,Widowed,Car Loan,No
CUST00833,50,45287.99,821.0,369602.73,72,0.09,8.09,Other,Salaried,Diploma,Married,Car Loan,No
CUST00834,50,122097.31,739.0,319796.69,12,0.1,17.73,Male,Self-Employed,High School,Married,Home Loan,No
CUST00835,37,141013.78,757.0,295966.47,48,0.13,10.02,Female,Contract,PhD,Widowed,Personal Loan,No
CUST00836,68,99072.14,690.0,201158.91,12,0.66,8.47,Female,Self-Employed,Master,Divorced,Home Loan,No
CUST00837,67,105862.91,719.0,184014.51,84,0.38,10.48,Female,Self-Employed,High School,Single,Business Loan,No
CUST00838,43,172139.53,826.0,32172.1,36,0.55,6.23,Other,Business,Master,Divorced,Personal Loan,No
CUST00839,35,155241.11,708.0,116775.27,72,0.33,6.63,Male,Contract,Bachelor,Divorced,Home Loan,No
CUST00840,57,166106.32,766.0,17436.67,84,0.23,10.39,Other,Contract,Bachelor,Widowed,Education Loan,No
CUST00841,41,149830.14,610.0,294894.38,60,0.29,14.91,Male,Contract,Bachelor,Married,Business Loan,No
CUST00842,34,35644.77,630.0,61868.09,36,0.61,16.7,Female,Self-Employed,Bachelor,Single,Car Loan,Yes
CUST00843,22,42136.68,703.0,437779.5,12,0.49,13.64,Male,Salaried,Diploma,Married,Home Loan,Yes
CUST00844,31,103313.06,691.0,266340.08,24,0.71,6.37,Male,Self-Employed,Bachelor,Divorced,Business Loan,No
CUST00845,59,57863.28,634.0,352848.06,72,0.53,13.74,Male,Contract,Diploma,Divorced,Business Loan,No
CUST00846,58,95224.67,850.0,211319.98,60,0.45,13.26,Other,Contract,Diploma,Married,Car Loan,No
CUST00847,54,81887.18,693.0,284684.11,36,0.48,15.47,Male,Contract,PhD,Married,Car Loan,No
CUST00848,58,107005.11,647.0,471903.0,72,0.71,15.73,Male,Self-Employed,Diploma,Widowed,Car Loan,No
CUST00849,70,138993.87,691.0,50539.68,48,0.6,16.29,Male,Contract,Diploma,Married,Home Loan,No
CUST00850,54,133909.53,682.0,134429.51,24,0.07,10.38,Other,Business,Bachelor,Married,Car Loan,No
CUST00851,38,102439.93,694.0,392194.28,36,0.42,14.07,Other,Contract,Diploma,Widowed,Education Loan,No
CUST00852,50,151227.73,560.0,58381.23,48,0.53,8.49,Other,Salaried,Master,Married,Business Loan,No
CUST00853,35,87799.66,777.0,47073.94,84,0.57,17.99,Male,Business,Bachelor,Divorced,Car Loan,No
CUST00854,47,163267.71,781.0,187155.29,12,0.2,7.28,Female,Contract,High School,Married,Business Loan,No
CUST00855,54,29547.4,790.0,55162.3,48,0.66,5.13,Female,Business,Bachelor,Single,Personal Loan,Yes
CUST00856,58,172654.92,704.0,296688.44,36,0.72,6.93,Female,Contract,Diploma,Divorced,Personal Loan,No
CUST00857,53,124060.28,730.0,120874.87,36,0.22,15.09,Male,Salaried,Master,Widowed,Car Loan,No
CUST00858,44,79572.07,615.0,448892.0,84,0.67,10.81,Female,Contract,Bachelor,Divorced,Business Loan,Yes
CUST00859,35,49938.97,742.0,393915.04,12,0.12,10.82,Female,Business,Master,Widowed,Personal Loan,No
CUST00860,50,95627.68,,352855.55,48,0.09,17.42,Female,Salaried,High School,Single,Car Loan,No
CUST00861,62,49518.45,645.0,312302.57,48,0.14,16.96,Male,Self-Employed,High School,Single,Business Loan,No
CUST00862,37,44945.72,745.0,433098.21,12,0.09,9.05,Female,Salaried,PhD,Divorced,Car Loan,No
CUST00863,25,118010.98,748.0,119300.41,48,0.64,7.72,Female,Salaried,PhD,Married,Business Loan,No
CUST00864,49,102739.73,685.0,437823.33,72,0.09,16.03,Male,Salaried,Bachelor,Divorced,Personal Loan,No
CUST00865,24,126555.56,713.0,396851.23,12,0.24,16.78,Other,Business,PhD,Divorced,Car Loan,No
CUST00866,30,168596.15,603.0,376598.8,24,0.12,12.04,Female,,Master,Single,Personal Loan,No
CUST00867,37,104226.15,773.0,285015.28,36,0.26,13.18,Other,Contract,PhD,Widowed,Car Loan,No
CUST00868,30,112110.99,613.0,130659.64,24,0.11,8.34,Female,Salaried,Master,Divorced,Home Loan,No
CUST00869,37,32519.47,627.0,217538.48,72,0.52,15.41,Male,Salaried,PhD,Married,Personal Loan,Yes
CUST00870,40,134257.0,685.0,398849.62,84,0.14,13.22,Other,Contract,PhD,Single,Personal Loan,No
CUST00871,44,82784.64,764.0,25571.46,72,0.65,11.55,Other,Contract,PhD,Divorced,Education Loan,No
CUST00872,25,176229.49,764.0,393204.88,60,0.62,5.78,Other,Self-Employed,Diploma,Divorced,Personal Loan,No
CUST00873,54,151354.19,680.0,127634.66,60,0.06,16.91,Other,Salaried,Diploma,Married,Business Loan,No
CUST00874,26,102641.93,738.0,80711.51,60,0.68,13.0,Female,Business,PhD,Divorced,Car Loan,No
CUST00875,22,37962.07,553.0,66693.65,12,0.07,7.5,Female,Salaried,Master,Divorced,Home Loan,Yes
CUST00876,33,157225.36,626.0,23352.51,48,0.22,12.88,Other,Salaried,Bachelor,Divorced,Business Loan,No
CUST00877,63,147564.54,628.0,266557.38,72,0.07,13.81,Female,Contract,High School,Divorced,Business Loan,No
CUST00878,63,47902.79,774.0,116947.34,24,0.29,11.84,Other,Self-Employed,Diploma,Married,Business Loan,No
CUST00879,68,65835.08,729.0,494821.57,84,0.41,14.34,Other,Salaried,PhD,Divorced,Business Loan,No
CUST00880,31,146531.98,694.0,291474.01,24,0.61,12.56,Male,Business,High School,Divorced,Home Loan,No
CUST00881,67,48007.01,701.0,77563.78,24,0.29,17.32,Other,Salaried,Diploma,Divorced,Education Loan,No
CUST00882,43,166675.9,798.0,347493.64,24,0.54,5.7,Female,Business,Bachelor,Single,Personal Loan,No
CUST00883,36,86773.44,667.0,449894.35,84,0.18,6.38,Other,Contract,Master,Married,Business Loan,No
CUST00884,51,32100.31,581.0,375137.95,60,0.58,7.26,Male,Self-Employed,PhD,Single,Personal Loan,No
CUST00885,31,150151.28,762.0,47455.53,24,0.22,13.97,Female,Salaried,Bachelor,Single,Personal Loan,No
CUST00886,36,78508.57,694.0,448983.25,84,0.15,13.39,Male,Self-Employed,Diploma,Married,Business Loan,No
CUST00887,28,103292.87,752.0,399025.4,84,0.18,16.6,Male,Salaried,PhD,Single,Education Loan,No
CUST00888,24,36193.3,677.0,87568.91,48,0.18,14.53,Other,Business,High School,Single,Personal Loan,No
CUST00889,60,18418.61,617.0,35375.09,84,0.41,11.61,Male,Self-Employed,Master,Single,Car Loan,No
CUST00890,24,121353.6,710.0,283082.18,60,0.64,17.89,Male,Salaried,Diploma,Married,Personal Loan,No
CUST00891,45,101458.38,681.0,86457.55,24,0.11,8.46,Female,Contract,Master,Divorced,Business Loan,No
CUST00892,23,114153.25,694.0,418949.57,84,0.54,15.83,Male,Business,PhD,Widowed,Home Loan,No
CUST00893,52,146586.5,801.0,185583.98,12,0.51,10.55,Other,Self-Employed,Bachelor,Widowed,Personal Loan,No
CUST00894,23,122750.16,598.0,457317.3,84,0.66,13.43,Other,Salaried,Master,Married,Education Loan,No
CUST00895,47,46313.3,701.0,287187.2,36,0.22,14.45,Other,Self-Employed,High School,Widowed,Car Loan,No
CUST00896,49,76445.15,619.0,99509.47,36,0.37,13.24,Male,Salaried,Diploma,Married,Car Loan,No
CUST00897,52,164754.36,486.0,78403.45,36,0.7,6.83,Female,Business,High School,Married,Home Loan,No
CUST00898,70,142731.04,676.0,292471.49,84,0.51,10.76,Other,Contract,Master,Widowed,Home Loan,No
CUST00899,39,108175.2,682.0,383322.97,60,0.32,12.3,Male,Business,Bachelor,Single,Personal Loan,No
CUST00900,41,59414.49,727.0,392937.77,24,0.14,16.04,Other,Self-Employed,Bachelor,Divorced,Business Loan,No
CUST00901,25,66933.8,664.0,145121.13,72,0.23,10.77,Other,Self-Employed,High School,Widowed,Education Loan,No
CUST00902,38,136577.21,568.0,110080.91,72,0.46,16.94,Female,Salaried,PhD,Widowed,Car Loan,Yes
CUST00903,48,155890.23,618.0,18210.59,72,0.55,10.72,Other,Business,PhD,Widowed,Home Loan,No
CUST00904,62,126770.8,779.0,342807.58,60,0.14,12.13,Female,Salaried,Bachelor,Widowed,Education Loan,No
CUST00905,42,149143.86,617.0,47518.45,48,0.47,15.35,Male,Business,High School,Married,Business Loan,No
CUST00906,41,142198.29,799.0,216172.99,12,0.44,12.58,Other,Self-Employed,High School,Married,Car Loan,No
CUST00907,26,42252.04,759.0,304824.26,12,0.41,17.48,Male,Salaried,High School,Divorced,Car Loan,No
CUST00908,21,86679.06,656.0,469183.38,36,0.53,13.58,Male,Salaried,Master,Divorced,Business Loan,No
CUST00909,25,42783.38,625.0,162783.05,36,0.64,11.8,Male,Business,PhD,Widowed,Car Loan,No
CUST00910,61,56108.16,759.0,132388.36,84,0.28,5.31,Other,Contract,PhD,Widowed,Business Loan,No
CUST00911,32,158820.06,662.0,330538.48,72,0.67,10.38,Female,Business,Master,Widowed,Car Loan,No
CUST00912,46,94608.5,564.0,313427.13,84,0.16,8.89,Other,Contract,Diploma,Divorced,Personal Loan,No
CUST00913,66,104728.01,722.0,172733.79,72,0.17,14.73,Male,Business,Master,Widowed,Business Loan,No
CUST00914,54,,711.0,464769.9,36,0.24,7.71,Female,Self-Employed,High School,Single,Education Loan,No
CUST00915,69,68588.03,765.0,423982.54,24,0.13,7.67,Male,Salaried,Master,Divorced,Personal Loan,No
CUST00916,34,55299.88,706.0,119751.45,48,0.21,7.46,Female,Business,High School,Single,Education Loan,No
CUST00917,46,51402.16,639.0,127179.85,84,0.12,6.63,Other,Self-Employed,Bachelor,Widowed,Car Loan,No
CUST00918,65,121349.65,775.0,261027.17,48,0.63,9.04,Female,Business,High School,Married,Education Loan,Yes
CUST00919,47,59615.18,783.0,389050.33,48,0.15,16.52,Other,Salaried,PhD,Single,Personal Loan,No
CUST00920,29,120386.51,697.0,31579.79,48,0.57,15.07,Male,Business,Master,Divorced,Business Loan,No
CUST00921,46,27469.65,685.0,349734.23,36,0.08,14.56,Female,Contract,High School,Single,Home Loan,No
CUST00922,67,40967.45,581.0,327635.59,12,0.71,15.37,Male,Salaried,Diploma,Divorced,Education Loan,Yes
CUST00923,42,62475.52,634.0,123425.25,36,0.55,8.5,Female,Contract,Bachelor,Widowed,Home Loan,Yes
CUST00924,67,114721.6,737.0,343862.98,48,0.05,16.54,Other,Self-Employed,Diploma,Single,Education Loan,No
CUST00925,50,127486.28,638.0,470689.76,36,0.58,6.78,Female,Self-Employed,Diploma,Married,Education Loan,No
CUST00926,63,89720.15,571.0,32925.06,48,0.41,9.37,Female,Business,Diploma,Single,Business Loan,Yes
CUST00927,68,90218.13,850.0,166629.51,60,0.6,12.63,Other,Contract,Bachelor,Married,Car Loan,No
CUST00928,37,135371.73,570.0,224706.59,72,0.42,6.34,Other,Contract,Bachelor,Divorced,Personal Loan,No
CUST00929,46,20563.02,849.0,450637.58,12,0.5,14.49,Other,Salaried,Bachelor,Widowed,Personal Loan,Yes
CUST00930,56,73256.58,657.0,481508.11,60,0.6,10.03,Female,Contract,Bachelor,Widowed,Personal Loan,Yes
CUST00931,21,150630.54,674.0,227616.47,24,0.33,15.2,Male,Contract,Diploma,Married,Car Loan,Yes
CUST00932,28,115721.54,630.0,377513.92,36,0.05,11.41,Female,Salaried,PhD,Divorced,Home Loan,No
CUST00933,69,72630.8,739.0,270513.9,24,0.64,7.35,Female,Salaried,PhD,Widowed,Personal Loan,No
CUST00934,55,164695.02,572.0,273513.64,84,0.32,14.55,Male,Contract,Bachelor,Divorced,Home Loan,No
CUST00935,35,143164.88,542.0,146268.76,36,0.4,8.28,Other,Business,Master,Married,Car Loan,Yes
CUST00936,67,60913.06,801.0,116308.56,72,0.06,11.38,Female,Salaried,High School,Married,Car Loan,No
CUST00937,42,122536.95,620.0,151122.62,60,0.39,5.98,Male,Salaried,Master,Single,Business Loan,No
CUST00938,34,114511.62,736.0,282600.72,72,0.74,13.03,Other,Contract,Master,Widowed,Personal Loan,No
CUST00939,46,82992.44,599.0,24286.04,84,0.24,13.66,Other,Contract,Master,Widowed,Business Loan,No
CUST00940,48,77446.88,733.0,454551.98,48,0.33,9.92,Female,Salaried,PhD,Single,Personal Loan,No
CUST00941,43,73656.8,806.0,86579.02,72,0.53,17.41,Other,Contract,High School,Married,Car Loan,No
CUST00942,34,117979.24,640.0,117843.45,72,0.62,16.36,Other,Salaried,Master,Married,Car Loan,Yes
CUST00943,44,89670.41,535.0,263955.33,48,0.34,14.2,Male,Business,Bachelor,Married,Education Loan,No
CUST00944,22,152761.82,807.0,357956.24,36,0.27,14.28,Male,Business,PhD,Married,Education Loan,Yes
CUST00945,65,126475.62,749.0,56907.24,48,0.71,8.28,Other,Salaried,Bachelor,Divorced,Car Loan,No
CUST00946,46,29328.92,644.0,165670.4,60,0.52,13.54,Male,Salaried,Bachelor,Widowed,Car Loan,Yes
CUST00947,34,121707.25,664.0,484650.56,72,0.13,7.58,Other,Self-Employed,Master,Widowed,Home Loan,No
CUST00948,27,61925.88,597.0,138548.05,48,0.1,6.87,Female,Self-Employed,Bachelor,Married,Home Loan,Yes
CUST00949,23,114035.54,787.0,163394.57,84,0.39,17.99,Male,Contract,High School,Married,Business Loan,No
CUST00950,67,128181.37,640.0,419884.26,84,0.2,13.09,Other,Contract,Bachelor,Married,Education Loan,Yes
CUST00951,43,55394.33,574.0,34605.07,72,0.23,10.6,Other,Salaried,Master,Widowed,Education Loan,No
CUST00952,66,92011.1,696.0,237660.45,60,0.66,8.75,Male,Salaried,Bachelor,Widowed,Car Loan,No
CUST00953,63,48832.63,615.0,196012.21,24,0.11,12.85,Male,Self-Employed,PhD,Married,Car Loan,No
CUST00954,67,26478.9,603.0,165127.51,60,0.55,5.64,Female,Self-Employed,PhD,Divorced,Business Loan,No
CUST00955,65,79313.18,648.0,149992.8,12,0.24,6.23,Other,Salaried,PhD,Single,Education Loan,No
CUST00956,38,76796.97,686.0,54773.31,12,0.58,5.43,Female,Business,Diploma,Single,Home Loan,No
CUST00957,58,179267.84,576.0,164264.66,12,0.56,11.49,Female,Business,PhD,Single,Personal Loan,Yes
CUST00958,55,90309.08,784.0,31095.68,72,0.06,12.81,Female,Contract,PhD,Widowed,Business Loan,No
CUST00959,35,72038.27,731.0,392672.29,84,0.41,5.81,Male,Salaried,Diploma,Widowed,Personal Loan,No
CUST00960,45,112036.95,653.0,205131.62,36,0.15,14.38,Female,Salaried,PhD,Single,Home Loan,No
CUST00961,57,32380.32,612.0,227512.88,84,0.66,8.0,Male,Contract,Master,Single,Home Loan,Yes
CUST00962,48,173789.85,673.0,447861.35,36,0.66,13.91,Male,Self-Employed,PhD,Divorced,Personal Loan,No
CUST00963,30,120863.53,747.0,332446.94,36,0.34,17.76,Female,Self-Employed,PhD,Widowed,Business Loan,No
CUST00964,59,140283.73,736.0,13948.96,84,0.36,13.98,Female,Business,Diploma,Widowed,Personal Loan,No
CUST00965,37,45617.43,759.0,472155.66,72,0.26,16.48,Other,Salaried,Master,Single,Business Loan,No
CUST00966,59,84335.41,644.0,126200.79,60,0.55,17.33,Female,Self-Employed,Bachelor,Divorced,Business Loan,Yes
CUST00967,42,86475.64,461.0,62730.95,36,0.3,11.33,Other,Business,High School,Divorced,Car Loan,No
CUST00968,46,151132.64,774.0,386382.81,24,0.24,14.13,Female,Business,Master,Single,Education Loan,No
CUST00969,64,18200.34,667.0,255233.88,84,0.35,16.08,Female,Business,Bachelor,Single,Education Loan,No
CUST00970,45,66738.2,730.0,222547.58,84,0.11,9.64,Female,Self-Employed,Master,Widowed,Home Loan,No
CUST00971,37,176960.29,805.0,132256.51,12,0.57,8.4,Female,Self-Employed,Bachelor,Single,Car Loan,No
CUST00972,33,94931.62,850.0,278261.03,60,0.06,17.31,Other,Salaried,Bachelor,Married,Education Loan,Yes
CUST00973,40,79969.26,631.0,144448.46,12,0.5,14.44,Other,Salaried,Master,Divorced,Business Loan,No
CUST00974,45,37412.3,690.0,451775.67,84,0.18,7.86,Female,Business,Diploma,Single,Business Loan,No
CUST00975,24,175814.67,783.0,115450.2,84,0.21,10.84,Female,Business,Master,Married,Personal Loan,Yes
CUST00976,30,21244.27,617.0,443334.02,36,0.49,15.35,Other,Self-Employed,Master,Divorced,Personal Loan,Yes
CUST00977,23,137423.2,636.0,284108.66,60,0.75,12.11,Male,Self-Employed,Bachelor,Married,Business Loan,No
CUST00978,61,142513.17,636.0,415959.19,48,0.59,13.45,Male,Salaried,High School,Married,Business Loan,Yes
CUST00979,65,57472.39,678.0,359294.54,24,0.21,14.8,Male,Salaried,Bachelor,Single,Personal Loan,No
CUST00980,38,126792.47,663.0,351380.6,36,0.17,13.09,Other,Contract,PhD,Divorced,Education Loan,No
