Production_ID,Machine_ID,Production_Date,Machine_Age_Years,Operating_Hours,Idle_Hours,Maintenance_Count,Temperature,Pressure,Vibration,Production_Units,Defective_Units,Material_Cost,Labor_Hours,Energy_Consumption,Production_Shift,Product_Type,Operator_Experience,Downtime_Hours,Production_Quality
102425,M017,2024-12-04,1.4,15.3,6.5,4,94.1,46.5,6.8,494.0,21,54111.0,30.7,798.7,Afternoon,Component_B,5.9,2.9,Good
102426,M001,2024-11-01,7.5,18.6,4.9,3,72.1,42.8,4.18,935.0,20,,33.0,885.0,Night,Component_B,0.8,3.6,Good
102427,M028,2025-02-27,7.7,19.9,7.1,5,86.4,78.3,1.9,827.0,31,80440.0,46.4,611.1,Night,Component_C,9.5,6.9,Good
102428,M010,2025-05-27,5.8,15.9,2.7,8,75.3,72.2,3.93,573.0,10,55149.0,28.5,740.2,Night,Component_C,4.7,2.1,Good
102429,M028,2025-11-16,9.4,12.9,0.6,3,78.8,45.5,5.46,506.0,13,52415.0,20.0,423.8,Afternoon,Component_A,4.4,2.8,Good
102430,M001,2024-05-17,5.0,8.9,3.7,2,66.3,61.4,3.21,277.0,10,28518.0,23.4,371.3,Morning,Component_C,9.0,3.4,Good
102431,M011,2025-09-16,7.7,13.3,3.1,5,69.6,65.4,1.13,644.0,20,55624.0,43.3,608.7,Afternoon,Component_C,7.2,4.1,Good
102432,M026,2024-10-31,2.9,13.5,4.8,3,62.0,60.9,7.15,596.0,17,57736.0,43.5,676.3,Afternoon,Component_A,5.9,3.8,Good
102433,M023,2024-01-14,5.9,16.4,3.4,0,75.7,53.1,9.89,714.0,33,42829.0,27.9,666.2,Morning,Component_C,4.5,2.2,Good
102434,M014,2024-02-15,5.5,14.6,6.9,4,,73.2,3.64,541.0,12,59430.0,26.2,550.1,Night,Component_D,7.7,5.3,Good
102435,M020,2025-07-05,6.7,18.8,4.3,1,76.3,61.2,3.37,989.0,28,119085.0,46.7,734.4,Morning,Component_D,4.7,3.9,Good
102436,M004,2024-04-23,4.9,13.5,5.4,1,60.2,46.6,2.08,625.0,13,61162.0,30.2,638.0,Afternoon,Component_A,5.3,2.1,Good
102437,M009,2024-05-26,5.6,15.8,5.4,2,77.5,51.5,3.02,484.0,19,34320.0,45.9,711.3,Morning,Component_A,2.5,4.1,Good
102438,M020,2024-08-29,8.5,20.7,5.5,1,74.0,45.4,1.75,847.0,44,89904.0,51.5,800.9,Afternoon,Component_C,9.4,4.5,Good
102439,M008,2025-06-12,4.7,17.4,4.9,3,73.6,54.0,2.15,590.0,13,49291.0,26.8,411.2,Morning,Component_D,10.7,2.1,Good
102440,M015,2024-07-28,1.2,15.8,6.3,5,76.7,53.7,4.5,803.0,9,78481.0,32.7,295.1,Afternoon,Component_B,6.6,3.2,Good
102441,M001,2024-08-19,11.2,13.6,3.0,4,69.1,61.8,1.66,531.0,26,55905.0,44.9,563.7,Night,Component_C,4.5,2.2,Good
102442,M019,2025-01-04,10.1,13.5,8.5,3,110.0,61.7,1.86,528.0,35,54488.0,34.1,405.6,Morning,Component_D,8.8,9.5,Average
102443,M016,2025-04-01,2.1,12.6,4.4,3,77.6,58.5,4.87,507.0,7,56385.0,39.0,429.7,Morning,Component_B,7.8,4.0,Good
102444,M012,2024-07-11,8.1,13.8,1.7,4,73.3,58.3,3.39,709.0,18,68912.0,31.8,515.5,Morning,Component_C,4.7,0.1,Good
102445,M017,2024-03-10,4.5,19.0,5.5,3,80.9,64.4,5.14,902.0,23,88036.0,54.2,1046.6,Night,Component_C,9.5,4.3,Good
102446,M001,2024-10-20,6.8,15.1,2.9,3,65.7,53.0,3.88,594.0,23,62995.0,27.8,602.2,Morning,Component_C,4.7,2.7,Good
102447,M019,2024-05-24,6.9,10.6,6.7,2,65.3,33.5,4.17,460.0,17,43207.0,31.5,477.7,Morning,Component_D,2.1,6.4,Good
102448,M020,2025-08-07,5.3,23.1,10.5,3,81.6,74.0,5.9,,41,97892.0,71.0,981.6,Morning,Component_B,5.8,2.9,Good
102449,M014,2024-05-04,3.6,17.3,3.0,4,82.7,46.8,3.51,851.0,28,86615.0,29.1,329.4,Afternoon,Component_D,9.3,1.8,Good
102450,M006,2025-01-10,3.9,10.4,5.8,2,,61.3,5.78,351.0,11,27402.0,19.4,369.8,Afternoon,Component_D,6.3,2.9,Good
102451,M019,2024-05-25,3.3,14.2,0.6,8,54.9,51.9,3.74,605.0,16,56741.0,34.4,407.6,Morning,Component_D,2.5,0.3,Good
102452,M024,2024-08-25,3.5,16.4,6.1,2,70.5,67.6,3.02,662.0,22,49209.0,45.5,856.8,Night,Component_D,4.8,5.4,Good
102453,M024,2024-05-14,5.8,22.8,2.8,1,76.0,46.3,2.57,919.0,30,79657.0,63.3,546.2,Afternoon,Component_B,9.6,2.1,Good
102454,M019,2025-02-22,3.9,,3.4,8,80.6,48.6,1.52,621.0,16,54213.0,32.9,409.5,Night,Component_A,6.8,3.0,Good
102455,M019,2024-06-20,8.0,19.9,2.2,2,78.3,50.5,2.27,696.0,29,55845.0,58.3,730.7,Night,Component_D,5.9,2.1,Good
102456,M030,2024-10-21,10.5,21.6,6.8,3,61.8,60.0,1.31,1019.0,44,113627.0,54.2,671.4,Night,Component_B,5.6,5.8,Average
102457,M012,2025-06-06,4.3,13.5,7.5,1,78.2,57.0,2.71,408.0,9,44990.0,35.8,532.6,Morning,Component_B,9.2,5.2,Good
102458,M013,2024-05-04,6.7,14.9,5.1,3,75.9,60.1,5.98,540.0,25,61944.0,22.6,574.6,Night,Component_D,9.0,2.8,Good
102459,M006,2024-09-22,7.5,11.9,2.8,6,75.8,56.1,4.49,484.0,17,44616.0,21.8,482.7,Night,Component_B,1.8,2.6,Good
102460,M017,2024-05-07,7.4,15.2,9.0,3,58.8,63.4,3.8,523.0,11,46283.0,38.0,653.5,Night,Component_C,8.8,4.4,Good
102461,M001,2024-12-19,6.2,15.9,3.1,2,60.8,63.5,3.26,907.0,29,97098.0,47.6,646.7,Morning,Component_D,7.5,0.3,Good
102462,M011,2024-03-16,8.2,18.6,0.5,2,93.7,68.6,4.35,694.0,36,67267.0,58.0,779.8,Afternoon,Component_B,10.8,0.8,Good
102463,M027,2025-01-27,7.4,20.4,6.1,2,83.8,58.1,4.55,754.0,33,73027.0,60.3,971.5,Afternoon,Component_C,5.8,4.0,Average
102464,M005,2024-12-23,2.3,13.0,2.2,4,71.2,58.1,2.49,442.0,6,25125.0,32.1,327.0,Night,Component_C,9.4,1.6,Good
102465,M026,2025-09-13,8.6,8.1,7.5,3,71.4,70.9,5.33,428.0,16,45517.0,16.7,370.4,Afternoon,Component_C,7.4,4.5,Good
102466,M007,2024-01-08,8.7,15.9,4.0,1,98.7,65.8,3.91,749.0,48,78165.0,38.0,488.6,Morning,Component_C,2.7,2.2,Good
102467,M001,2025-11-18,3.7,17.2,6.5,5,72.5,59.7,5.03,609.0,15,57806.0,26.1,572.6,Morning,Component_B,9.1,3.2,Good
102468,M015,2024-01-21,6.1,17.0,8.5,2,70.6,42.4,4.44,750.0,25,80428.0,45.8,674.7,Morning,Component_C,8.4,2.6,Good
102469,M018,2024-07-26,8.0,14.7,2.0,3,62.5,39.8,1.95,664.0,34,69073.0,24.2,623.0,Afternoon,Component_B,4.1,2.9,Good
102470,M011,2024-04-06,5.4,16.5,3.6,3,69.2,60.5,6.84,545.0,20,46080.0,29.5,707.6,Night,Component_D,6.9,3.1,Good
102471,M025,2025-09-06,9.2,22.1,4.8,5,51.8,60.9,4.48,890.0,22,81616.0,60.8,691.1,Night,Component_D,12.3,3.2,Good
102472,M001,2024-09-18,13.1,17.5,8.8,4,78.2,48.5,3.84,691.0,30,55199.0,26.7,919.6,Night,Component_A,4.6,8.9,Average
102473,M019,2024-02-28,3.6,14.5,3.4,6,87.1,58.2,5.55,493.0,13,57648.0,38.4,509.7,Afternoon,Component_A,8.2,2.6,Good
102474,M024,2025-06-18,1.9,14.0,3.5,4,87.2,46.8,2.42,619.0,13,67878.0,38.9,455.2,Night,Component_C,2.7,2.3,Good
102475,M002,2024-11-24,6.9,15.3,6.2,1,63.6,60.1,1.67,717.0,30,59361.0,47.1,439.5,Afternoon,Component_A,4.3,4.0,Good
102476,M010,2025-09-03,8.2,22.5,3.6,4,44.5,60.4,5.5,936.0,37,97609.0,36.8,624.7,Afternoon,Component_A,8.4,3.4,Good
102477,M012,2025-04-03,5.3,15.3,5.4,2,76.1,60.3,6.56,398.0,13,39473.0,23.0,420.7,Night,Component_A,6.8,3.6,Good
102478,M028,2025-09-21,10.4,15.9,1.1,2,,58.0,5.02,614.0,36,52012.0,48.2,665.0,Morning,Component_C,5.4,0.2,Average
102479,M029,2025-01-30,2.0,14.1,10.5,5,52.8,52.4,5.95,532.0,10,51532.0,29.3,608.0,Night,Component_A,11.1,8.8,Good
102480,M007,2024-07-03,8.1,20.4,1.6,2,67.5,53.1,2.22,1065.0,38,114888.0,66.8,650.4,Morning,Component_C,3.2,0.5,Good
102481,M013,2025-10-30,4.2,23.8,4.2,2,76.3,65.4,3.85,927.0,30,101135.0,44.5,695.4,Morning,Component_B,5.6,2.4,Good
102482,M002,2025-12-25,11.2,17.8,4.9,1,61.9,58.7,3.32,586.0,20,76168.0,47.5,668.7,Morning,Component_A,7.5,3.1,Good
102483,M019,2024-11-18,12.0,16.3,9.8,4,51.3,59.4,6.35,740.0,29,71347.0,28.0,656.1,Afternoon,Component_C,3.4,8.3,Good
102484,M026,2025-07-26,3.7,16.1,1.7,2,63.1,55.8,5.39,718.0,22,65649.0,37.1,653.1,Afternoon,Component_D,7.5,3.0,Good
102485,M025,2025-07-26,4.4,6.5,10.0,4,65.2,60.9,6.36,259.0,3,26789.0,21.2,205.7,Morning,Component_D,9.2,6.7,Good
102486,M020,2025-01-08,8.6,19.0,6.9,0,49.4,63.6,3.39,703.0,21,64856.0,51.6,713.8,Morning,Component_B,5.7,4.5,Good
102487,M028,2024-08-03,4.8,16.5,6.0,3,84.9,49.3,2.46,667.0,25,57513.0,47.5,843.5,Morning,Component_A,3.9,3.8,Good
102488,M023,2024-01-30,5.9,17.7,2.5,6,90.6,60.3,6.89,839.0,39,68054.0,34.5,515.2,Night,Component_A,5.1,0.7,Good
102489,M006,2024-09-11,6.1,13.2,6.4,3,72.4,53.0,4.55,559.0,16,24364.0,44.2,510.7,Morning,Component_C,0.5,6.5,Good
102490,M023,2024-10-09,1.0,14.5,3.2,1,80.8,57.8,6.42,774.0,31,82061.0,39.8,611.0,Afternoon,Component_A,9.0,2.7,Good
102491,M007,2025-04-21,6.0,14.4,8.2,4,54.2,62.5,4.38,666.0,21,46907.0,24.6,447.7,Morning,Component_A,6.8,6.5,Good
102492,M002,2025-01-14,3.9,20.1,2.6,0,70.3,41.9,8.47,689.0,18,56362.0,30.8,869.9,Night,Component_C,5.5,2.4,Good
102493,M017,2025-06-25,4.5,14.5,4.7,2,65.1,45.2,6.62,635.0,18,63111.0,22.2,404.6,Night,Component_B,1.0,5.1,Good
102494,M026,2024-07-01,10.3,24.0,3.6,4,76.9,49.1,4.21,944.0,37,85127.0,38.5,1054.4,Morning,Component_B,9.3,3.5,Good
102495,M022,2024-05-30,2.2,17.7,2.5,1,40.0,48.4,4.54,576.0,4,73290.0,58.8,683.1,Morning,Component_A,4.7,0.3,Good
102496,M023,2024-10-19,8.4,10.9,6.9,3,68.4,53.5,4.54,476.0,12,34444.0,24.2,307.2,Night,Component_C,7.7,2.9,Good
102497,M002,2024-08-07,5.2,15.5,6.3,5,79.5,70.2,2.46,657.0,20,84478.0,32.5,684.7,Morning,Component_B,6.0,4.9,Good
102498,M018,2025-07-28,5.2,13.4,8.0,2,74.9,65.6,3.63,588.0,18,,31.3,423.6,Night,Component_B,1.2,6.8,Good
102499,M009,2025-03-10,8.4,7.2,0.6,1,81.4,49.8,3.5,339.0,10,,16.7,281.6,Night,Component_B,9.8,1.7,Good
102500,M028,2024-12-14,7.0,22.4,7.7,5,64.8,62.8,4.92,958.0,31,111693.0,44.3,978.1,Afternoon,Component_B,9.2,5.3,Good
102501,M011,2025-05-06,7.7,18.8,11.3,1,40.0,54.6,3.03,943.0,25,95308.0,31.7,584.7,Morning,Component_C,8.3,10.0,Good
102502,M014,2025-12-18,8.9,18.1,3.9,2,85.2,58.1,4.23,770.0,31,53477.0,31.1,629.1,Afternoon,Component_B,6.9,4.8,Good
102503,M005,2024-12-29,5.0,16.7,9.7,2,81.1,46.2,3.84,709.0,24,72830.0,45.1,795.1,Afternoon,Component_D,2.4,8.2,Good
102504,M023,2025-12-03,4.2,10.5,4.3,2,90.8,43.1,4.64,458.0,14,33338.0,24.1,233.5,Morning,Component_B,8.6,5.0,Good
102505,M001,2025-05-07,2.7,14.1,1.6,2,72.9,61.6,7.14,640.0,20,55728.0,46.6,701.2,Afternoon,Component_D,12.6,0.7,Good
102506,M020,2024-10-19,3.5,19.4,4.2,1,77.0,55.3,6.47,800.0,16,75063.0,47.1,516.9,Afternoon,Component_D,6.3,2.8,Good
102507,M002,2025-08-31,14.8,11.8,7.6,2,100.0,59.7,2.14,608.0,47,49451.0,29.6,412.0,Afternoon,Component_B,6.4,6.8,Good
102508,M011,2025-09-18,9.7,5.9,2.9,3,49.8,69.3,4.41,284.0,16,31010.0,19.8,256.9,Night,Component_A,2.7,1.8,Average
102509,M029,2025-05-25,1.9,15.1,3.5,3,77.3,52.9,3.95,624.0,10,57279.0,37.8,650.5,Afternoon,Component_B,0.5,2.0,Good
102510,M014,2025-06-26,2.0,15.4,6.5,0,86.6,52.9,3.34,743.0,30,75147.0,38.6,625.9,Night,Component_A,4.9,5.6,Average
102511,M005,2025-12-18,7.4,16.5,5.0,5,74.6,70.9,8.38,681.0,22,64599.0,36.7,648.0,Morning,Component_B,10.4,3.3,Good
102512,M001,2024-06-01,7.6,18.9,6.5,7,72.8,55.2,3.55,918.0,29,88947.0,55.2,667.5,Night,Component_C,10.0,4.2,Good
102513,M010,2025-04-01,7.6,18.6,5.6,3,54.2,47.8,3.68,635.0,19,51878.0,42.5,954.3,Morning,Component_C,5.8,3.0,Good
102514,M023,2024-06-01,5.2,17.0,6.2,1,89.6,61.6,7.66,953.0,44,73752.0,45.5,761.5,Morning,Component_D,7.3,6.1,Good
102515,M018,2024-12-26,5.6,20.8,3.9,3,84.8,52.9,6.24,912.0,40,84536.0,49.8,997.2,Afternoon,Component_C,2.3,4.1,Average
102516,M019,2025-11-16,7.0,9.9,5.6,1,87.4,47.6,3.7,362.0,17,29144.0,25.3,356.8,Morning,Component_A,6.3,2.7,Good
102517,M005,2024-10-12,6.3,18.0,2.7,3,71.7,55.8,5.87,844.0,31,97822.0,56.8,361.3,Night,Component_A,4.4,1.0,Good
102518,M009,2025-02-07,1.0,18.5,8.2,3,68.2,62.4,4.07,931.0,25,69223.0,43.1,856.0,Night,Component_D,6.2,7.8,Good
102519,M026,2024-10-05,5.3,11.0,3.4,1,71.9,44.6,4.19,445.0,15,57874.0,21.6,460.0,Afternoon,Component_B,5.2,4.3,Good
102520,M013,2024-05-06,3.4,10.0,7.8,5,92.4,44.4,3.05,425.0,15,42300.0,26.4,401.4,Afternoon,Component_C,5.1,4.4,Good
102521,M013,2025-01-19,6.5,13.0,4.4,4,68.9,54.3,0.5,601.0,17,57720.0,43.9,448.0,Afternoon,Component_B,9.0,2.9,Good
102522,M004,2024-05-22,15.0,13.4,5.5,0,89.8,45.1,1.94,595.0,39,51703.0,38.7,501.9,Morning,Component_B,11.9,5.7,Good
102523,M024,2024-01-21,7.1,19.0,3.8,3,70.2,43.5,2.51,743.0,20,77906.0,40.2,645.1,Morning,Component_C,5.5,4.2,Good
102524,M016,2024-10-12,5.1,13.5,2.5,1,61.7,55.1,5.25,541.0,16,49737.0,46.3,528.1,Morning,Component_B,10.3,1.3,Good
102525,M027,2024-09-11,8.8,12.6,0.6,11,47.1,65.0,4.78,414.0,10,41196.0,27.5,381.9,Morning,Component_A,2.3,2.4,Good
102526,M024,2025-06-06,7.4,13.6,2.4,0,78.9,62.1,6.46,505.0,20,54352.0,47.1,614.6,Afternoon,Component_D,5.7,2.7,Average
102527,M026,2024-04-23,7.3,20.5,4.2,4,81.2,54.0,2.33,654.0,26,68696.0,38.6,1127.6,Morning,Component_A,2.1,3.5,Good
102528,M004,2024-08-05,7.8,16.1,5.5,3,58.2,66.5,7.72,648.0,20,73611.0,56.3,550.4,Night,Component_C,5.1,2.0,Good
102529,M011,2025-10-10,12.2,15.3,7.5,3,89.7,70.6,7.55,662.0,42,68231.0,25.3,410.8,Night,Component_C,8.1,2.5,Good
102530,M004,2025-08-03,2.6,15.6,3.9,0,55.4,59.4,4.56,591.0,11,47712.0,45.7,585.3,Afternoon,Component_C,9.4,2.1,Good
102531,M002,2025-07-12,7.4,21.2,2.8,1,80.5,51.7,3.26,1019.0,37,65015.0,63.2,873.9,Afternoon,Component_C,3.7,2.3,Good
102532,M024,2024-08-26,3.2,13.0,1.4,4,81.1,69.1,3.36,511.0,13,50163.0,37.2,547.5,Night,Component_B,7.4,1.7,Good
102533,M017,2025-11-04,7.7,21.3,6.2,7,84.9,68.7,4.86,716.0,27,70441.0,65.1,1097.9,Morning,Component_B,9.7,4.5,Good
102534,M012,2025-06-28,3.2,16.8,8.5,1,48.4,57.3,7.89,847.0,30,104934.0,41.1,754.4,Morning,Component_D,9.3,5.5,Good
102535,M012,2025-04-26,4.7,15.4,8.2,0,84.8,66.0,4.33,663.0,28,61833.0,24.8,371.4,Afternoon,Component_C,6.8,7.5,Good
102536,M021,2024-03-05,5.1,24.0,6.8,2,70.3,48.0,1.65,1202.0,27,120942.0,53.2,684.9,Afternoon,Component_C,4.2,3.6,Good
102537,M008,2024-06-27,8.9,11.8,6.6,4,67.9,36.4,7.91,510.0,34,54395.0,32.9,504.5,Night,Component_B,3.9,4.0,Good
102538,M022,2025-04-07,8.8,14.6,9.2,2,81.9,46.3,3.78,776.0,30,79696.0,40.8,519.4,Night,Component_B,3.5,3.0,Good
102539,M010,2025-02-18,2.3,11.1,5.8,3,83.5,56.9,7.12,362.0,4,38973.0,21.0,560.9,Afternoon,Component_A,5.9,3.8,Average
102540,M020,2025-01-13,6.2,19.8,6.6,3,48.1,54.3,5.63,825.0,19,68250.0,39.7,616.4,Morning,Component_D,3.5,4.4,Good
102541,M030,2024-11-07,3.9,22.8,4.2,1,56.5,63.7,4.23,1022.0,24,82122.0,56.4,1049.4,Night,Component_B,8.0,2.6,Good
102542,M025,2024-07-22,2.2,22.7,1.6,3,86.4,41.6,6.24,901.0,26,81803.0,67.1,749.1,Morning,Component_D,6.7,1.8,Good
102543,M028,2025-03-30,5.3,20.9,3.3,2,77.7,41.8,3.18,969.0,26,60455.0,67.0,848.6,Morning,Component_C,6.5,4.0,Good
102544,M019,2024-02-14,5.1,15.2,5.0,4,74.2,61.9,3.98,758.0,25,71560.0,25.4,487.1,Afternoon,Component_C,0.5,6.0,Good
102545,M025,2025-06-28,13.3,14.5,5.2,4,60.2,42.1,3.54,658.0,37,56000.0,48.6,642.4,Morning,Component_A,6.1,3.9,Good
102546,M017,2024-04-15,7.3,9.3,9.8,2,77.3,52.6,4.14,383.0,13,38236.0,31.2,447.8,Afternoon,Component_A,4.6,2.9,Good
102547,M028,2025-07-16,1.9,24.0,5.2,1,86.6,55.2,5.49,1179.0,36,107317.0,36.4,964.4,Afternoon,Component_A,12.5,1.7,Good
102548,M004,2025-05-17,4.3,17.9,7.9,3,99.8,49.1,5.47,816.0,31,65091.0,45.0,962.2,Morning,Component_B,2.2,7.5,Good
102549,M013,2025-10-06,,14.0,3.9,2,67.7,60.2,1.7,576.0,21,66046.0,37.4,469.5,Night,Component_D,5.4,1.2,Good
102550,M026,2024-10-20,12.3,21.3,4.2,5,82.5,36.4,3.54,888.0,46,85459.0,55.5,850.7,Morning,Component_B,7.1,2.9,Good
102551,M013,2025-10-06,1.2,12.1,1.7,3,94.3,71.5,3.85,474.0,13,51165.0,33.1,544.1,Afternoon,Component_C,3.1,0.1,Good
102552,M019,2024-02-25,1.0,17.6,3.1,3,54.6,52.0,5.56,776.0,8,,44.1,537.1,Morning,Component_C,11.8,2.6,Good
102553,M002,2025-08-23,11.6,15.3,6.3,7,93.6,53.5,1.98,711.0,39,72494.0,31.9,612.2,Night,Component_A,11.8,6.4,Good
102554,M013,2025-03-26,7.2,18.6,5.0,4,74.4,79.2,5.77,946.0,33,70557.0,31.5,820.0,Morning,Component_A,3.4,4.9,Good
102555,M016,2024-11-03,3.4,15.7,7.4,2,72.9,42.8,2.47,713.0,15,81404.0,30.1,720.1,Morning,Component_D,4.2,5.3,Good
102556,M013,2024-10-18,7.6,10.2,5.5,4,65.5,45.6,4.95,389.0,7,42082.0,30.4,496.0,Afternoon,Component_B,12.4,5.0,Good
102557,M004,2025-01-10,1.0,16.3,4.1,3,67.6,67.6,6.51,719.0,19,68102.0,32.3,508.1,Morning,Component_C,10.2,1.8,Good
102558,M029,2025-04-20,6.0,20.2,10.4,3,63.1,41.0,2.29,760.0,28,75483.0,63.8,826.2,Morning,Component_C,4.9,2.2,Good
102559,M020,2025-10-24,7.0,15.9,4.8,6,60.6,59.5,4.94,666.0,19,73286.0,36.7,450.9,Morning,Component_A,7.3,4.5,Good
102560,M009,2025-06-16,8.8,19.1,7.9,2,77.4,49.5,4.17,964.0,38,86201.0,44.5,632.7,Night,Component_B,1.8,4.4,Good
102561,M026,2025-09-02,3.0,11.8,4.0,0,85.4,40.5,2.74,574.0,10,40900.0,38.2,438.0,Morning,Component_C,12.6,2.1,Good
102562,M012,2025-09-09,6.3,15.9,6.8,3,59.4,59.7,2.3,735.0,29,65930.0,30.7,762.3,Morning,Component_C,6.2,2.8,Good
102563,M006,2025-01-12,3.2,13.5,7.3,3,63.7,60.0,3.23,563.0,17,54772.0,25.4,576.4,Morning,Component_B,7.8,3.0,Good
102564,M030,2025-05-18,6.8,19.0,5.5,1,75.1,55.0,3.04,872.0,30,82416.0,65.9,741.7,Night,Component_A,3.2,3.3,Good
102565,M006,2024-10-26,3.3,16.1,0.5,3,58.6,73.6,4.13,654.0,13,75055.0,41.6,676.2,Morning,Component_D,2.6,1.2,Good
102566,M006,2024-08-04,4.8,18.8,5.0,0,74.9,48.1,3.73,647.0,12,52149.0,35.4,802.4,Morning,Component_A,7.4,3.2,Good
102567,M013,2024-04-17,3.0,20.4,8.1,2,68.8,62.8,5.26,836.0,38,68971.0,37.4,841.4,Morning,Component_B,11.7,5.4,Good
102568,M022,2024-12-26,8.0,18.8,6.3,4,52.3,57.9,5.96,768.0,32,60771.0,60.6,643.9,Night,Component_B,4.4,2.5,Good
102569,M024,2024-12-19,8.6,17.1,6.1,6,77.7,63.7,1.75,892.0,38,90477.0,46.2,536.1,Afternoon,Component_B,3.1,2.0,Good
102570,M004,2024-05-22,5.3,12.0,0.7,3,65.3,50.5,4.05,608.0,18,43843.0,20.8,445.2,Afternoon,Component_C,6.9,0.1,Good
102571,M017,2025-02-27,6.1,16.0,3.2,3,84.3,42.5,2.79,625.0,35,66348.0,52.4,518.6,Afternoon,Component_B,10.9,2.2,Good
102572,M027,2024-06-23,1.7,13.9,6.0,0,69.7,48.9,2.55,638.0,16,51682.0,33.2,600.7,Morning,Component_D,4.1,5.2,Good
102573,M003,2024-07-22,5.1,14.6,6.0,7,63.5,54.4,1.68,431.0,6,35947.0,50.8,743.6,Night,Component_A,5.3,2.3,Good
102574,M008,2025-05-14,5.8,14.5,8.0,3,71.6,61.1,1.54,605.0,17,73540.0,29.9,628.0,Afternoon,Component_C,8.5,3.5,Good
102575,M001,2024-11-03,13.9,12.1,4.6,4,86.9,55.2,3.57,554.0,27,62873.0,30.9,312.4,Night,Component_B,8.8,2.7,Good
102576,M021,2025-10-07,2.7,8.2,6.0,5,94.1,56.9,5.21,321.0,10,31069.0,15.1,275.5,Night,Component_B,5.1,2.1,Good
102577,M018,2025-12-10,10.4,13.3,5.0,2,79.1,70.5,5.2,576.0,29,43393.0,31.6,528.1,Morning,Component_B,9.3,2.6,Good
102578,M026,2024-06-24,9.0,16.8,2.5,0,,54.8,2.61,583.0,17,73001.0,31.1,463.6,Morning,Component_D,7.6,2.4,Good
102579,M020,2025-11-28,6.8,10.6,0.5,1,72.4,50.2,2.42,507.0,13,46672.0,22.4,419.0,Night,Component_D,6.0,2.9,Good
102580,M019,2024-04-10,11.3,16.1,6.1,1,70.8,59.0,4.93,710.0,33,70087.0,32.8,694.8,Afternoon,Component_A,8.7,4.4,Good
102581,M001,2024-08-05,7.1,23.6,5.4,2,70.2,39.6,3.72,1202.0,41,130632.0,48.8,1177.0,Night,Component_A,8.3,3.6,Good
102582,M005,2025-10-04,7.2,20.1,3.5,2,68.9,39.5,6.1,682.0,26,44710.0,69.1,1070.6,Afternoon,Component_D,2.9,4.3,Good
102583,M025,2024-12-17,5.8,22.6,1.0,3,60.4,53.8,2.5,836.0,31,71394.0,35.6,655.0,Night,Component_D,10.5,1.7,Good
102584,M019,2024-06-22,9.7,17.6,6.6,2,83.7,46.6,1.16,696.0,42,65409.0,43.9,671.8,Afternoon,Component_D,7.0,3.8,Good
102585,M001,2024-05-25,9.3,20.7,4.3,3,82.3,49.5,5.6,967.0,38,93761.0,57.1,788.0,Afternoon,Component_A,10.1,3.5,Good
102586,M017,2024-07-02,4.1,13.1,6.4,3,,63.4,1.1,559.0,13,42174.0,37.0,431.3,Night,Component_C,6.2,5.5,Good
102587,M001,2025-02-20,2.0,13.4,9.7,6,87.1,59.7,1.9,558.0,13,55741.0,40.3,523.8,Night,Component_A,6.7,1.8,Good
102588,M004,2024-05-24,5.4,5.0,0.5,4,79.1,54.3,3.3,186.0,4,17764.0,15.1,197.6,Night,Component_B,7.2,1.0,Good
102589,M005,2024-03-16,3.6,20.7,3.3,4,58.6,55.7,3.99,619.0,12,74286.0,70.6,895.4,Night,Component_A,7.6,1.4,Good
102590,M008,2025-12-25,5.8,22.2,4.5,1,67.7,51.2,5.58,796.0,27,87563.0,66.9,1096.1,Night,Component_D,10.6,1.4,Good
102591,M026,2025-01-20,9.7,13.8,8.6,0,89.8,62.6,2.67,712.0,31,64764.0,43.4,558.4,Afternoon,Component_C,7.4,4.0,Good
102592,M015,2024-06-02,4.6,15.0,0.9,4,67.7,62.1,6.87,574.0,21,52842.0,38.5,520.4,Afternoon,Component_A,5.9,1.9,Good
102593,M013,2024-06-15,5.9,13.0,9.8,2,63.7,63.9,1.77,514.0,10,56652.0,36.6,399.1,Night,Component_C,9.0,5.9,Good
102594,M027,2025-03-22,6.2,17.5,5.3,7,80.7,63.5,3.83,780.0,29,77418.0,43.0,963.3,Afternoon,Component_B,7.3,2.9,Good
102595,M007,2025-02-04,8.5,20.5,4.8,3,68.6,55.5,5.99,865.0,35,64385.0,42.1,944.7,Afternoon,Component_C,14.9,6.1,Good
102596,M026,2024-04-25,1.0,9.0,4.5,1,78.7,48.7,6.09,290.0,7,36658.0,19.1,372.8,Afternoon,Component_A,6.9,3.6,Good
102597,M014,2024-04-09,4.2,17.6,3.9,1,71.6,53.5,0.5,849.0,24,68049.0,39.1,653.8,Afternoon,Component_B,9.7,2.5,Good
102598,M004,2024-02-03,6.6,,7.6,4,62.4,56.0,9.37,628.0,32,83012.0,32.5,771.5,Afternoon,Component_A,8.6,5.8,Good
102599,M018,2025-06-14,9.6,16.5,2.3,3,63.7,48.9,3.92,949.0,29,96247.0,42.3,625.1,Afternoon,Component_D,0.5,2.3,Good
102600,M018,2025-02-19,4.5,17.8,5.9,4,51.8,69.7,5.0,653.0,14,55811.0,35.5,441.6,Night,Component_A,3.8,2.5,Good
102601,M002,2025-08-20,1.0,15.2,4.0,3,58.7,69.7,3.9,720.0,15,42836.0,38.5,611.8,Afternoon,Component_D,4.7,1.0,Good
